AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
2021;490000338;490000403;10;;;10;69;0;0;69;1604;0;0;1604;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;1;5;;2;2;;;;;;;;;2;1.07;1.07;;;;;;;1.45;0.15;2.67;;;2;;13;15;7;1;6;44;1;;11;0;0;2;;;;18;32;76;;1.5;;11.82;15.29;4.85;0.4;1.88;35.74;0.75;;6.84;0.02;0.02;1.44;;;;14.43;23.48;59.22;;;;;;;;;;;;;;;;;;;;;
2021;490000650;490007689;10;0;0;10;66;0;0;66;1139;0;0;1139;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;189;0;0;30;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;1;4;;;;;;;;;;;;;1;;;;;;;;1.4;0.2;2.6;;;3;;14;36;15;1;2;71;1;;14;2;2;5;;;;22;44;115;;0.92;;14.92;31.47;10.9;0.45;0.66;59.32;1;;11.98;1.31;1.31;4.08;;;;22.13;40.5;99.82;;;;;;;;;;;;;;;;;;;;;
2021;490000700;490020773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;2;2;;;;;;;;;2;0.84;0.84;;;;;;;0.1;;0.94;;;1;;8;16;7;1;1;34;2;1;13;1;1;;;;;15;32;66;;0.62;;8.19;16.06;3.13;0.3;0.4;28.7;0.6;0.5;4.99;0.39;0.39;;;;;5.17;11.65;40.35;;;;;;;;;;;;;;;;;;;;;
2021;500000195;500000039;24;0;0;24;420;0;0;420;6424;0;0;6424;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;;;;;;;;;;;;2.04;2.04;;;;;;;1.18;;3.22;;;1;;18;34;6;2;4;65;3;;9;3;1;2;;;;19;36;101;;1;;16.89;31.32;3.69;0.65;2.81;56.36;1.1;;4.17;2.47;1;0.96;;;;9.11;17.81;74.17;;;;;;;;;;;;;;;;;;;;;
2021;500000302;500000062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;3;3;;;;;;;;;3;0.7;0.7;;;;;;;1;;1.7;;;1;;9;22;12;1;1;46;;;11;1;1;;;;;16;28;74;;0.8;;9.14;19.88;11.14;0.33;0.5;41.79;;;10.31;0.6;0.6;;;;;16.24;27.15;68.94;;;;;;;;;;;;;;;;;;;;;
2021;500000427;500000096;32;;;32;1775;0;0;1775;9755;0;0;9755;;;;;0;0;0;0;;10976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;340;0;;;;;;1;7093;0;;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;13;3;5;;;;;;2;;15;1;;;;;;;;;;;;8;2.49;3.22;;;;;;1.5;;9.5;0.79;;3;1;45;45;3;1;5;103;;;22;1;1;4;;4;;26;57;160;;2.67;0.9;42.5;40.56;3.22;0.15;3.29;93.29;;;21.56;0.4;0.4;3.39;;3.41;;26.17;54.93;148.22;;;;;;;;;;;;;;;;;;;;;
2021;510000250;510000078;42;;;42;2610;0;0;2610;11330;0;0;11330;2;;;2;60;0;0;60;;22681;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;234;307;6;;;30;284;1;12316;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;19;5;9;;2;1;;;2;1;24;1;1;;;;;;;;;;1;14.3;4.25;6.6;;1.3;1;;;1.91;0.6;18.11;1;1;3;;64;51;30;2;4;155;;;47;3;2;5;1;3;;42;101;256;1.67;2.52;;61.45;47.86;29.23;1.06;3.97;147.76;0.07;;40.14;2.99;2;4.2;1.17;2.92;;42.18;93.67;241.43;;;;;;;;;;;;1;;1;;;;;;1;
2021;510000466;510000102;17;;;17;269;0;0;269;3335;0;0;3335;;;;;0;0;0;0;;5785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;107;0;;30;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;0.97;0.97;;;;;;;0.5;;1.47;;;2;;20;35;13;1;2;73;1;;12;;;2;;3;1;40;59;132;;1.92;;19.08;28.88;10.31;0.74;0.81;61.74;0.28;;5.04;;;0.86;;2.5;0.5;23.03;32.21;93.95;;;;;;;;;;;;;;;;;;;;;
2021;520000019;520780024;5;0;0;5;52;0;0;52;1084;0;0;1084;0;0;0;0;0;0;0;0;;563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;348;1150;4;32;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;8;;;;;;;;;9;;;;;;;;;;;;;4.15;3.15;;;;;;;;;4.15;;;2;;17;32;16;1;11;79;;;15;4;;2;;;;21;42;121;;1.97;;15.32;30.56;14.07;1.01;10.67;73.6;;;14.52;4.6;;1.75;;;;20.39;41.26;114.86;;;;;;;;;;;;;;;;;;;;;
2021;520000035;520780040;4;0;0;4;63;0;0;63;626;0;0;626;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;292;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;4;4;;;;;;;;;4;0.23;0.23;;;;;;;;;0.23;;;2;;7;11;19;;2;41;1;;8;2;1;;;;;7;18;59;;2.06;;6.49;9.99;15.64;;1.23;35.41;1;;7.91;2.84;1;;;;;6.99;18.74;54.15;;;;;;;;;;;;;;;;;;;;;
2021;520000043;520780057;72;0;0;72;3128;0;0;3128;21158;0;0;21158;4;0;0;4;154;0;0;154;;15976;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;315;1149;6;;;;;1;13240;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;45;13;7;2;3;2;;;4;3;55;1;;;;;;;;;;;;25.06;6.64;6.85;1.2;0.3;0.1;;;3.82;3;32.18;2.93;3;5;3;72;62;19;2;2;168;;;36;4;2;6;10;3;;30;89;257;2.8;4.5;2.08;69.6;62.5;17.86;1.75;1.91;163;;;33.88;3.8;1.8;5.94;9.19;2.8;;28.03;83.64;246.64;1;1;1;0;0;0;0;;;;;;;;;;;;;;
2021;520000050;520780065;8;;;8;60;0;0;60;469;0;0;469;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;3;;;;;;;;;;;;;1.1;1.1;;;;;;;0.2;0.04;1.34;;;2;;9;17;19;1;3;51;1;;10;;;2;;;;9;22;73;;1.5;;4.16;13.29;9.21;0.08;2.99;31.23;0.36;;3.67;;;1.7;;;;4.3;10.03;41.26;;;;;;;;;;;;;;;;;;;;;
2021;520000084;520780099;5;0;0;5;44;0;0;44;336;0;0;336;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;281;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.3;0.3;;;;;;;;;0.3;;;1;;6;9;8;1;1;26;1;;11;1;;2;;;;22;37;63;;0.75;;6.62;8.51;7.23;0.36;1;24.47;0.42;;11.79;1;;1.7;;;;18.54;33.45;57.92;;;;;;;;;;;;;;;;;;;;;
2021;530000132;530007202;20;;;20;256;0;0;256;4904;0;0;4904;;;;;0;0;0;0;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;190;0;;30;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;1;15;15;;;;;;;;;15;0.38;0.38;;;;;;;0.77;;1.15;1;;3;;18;44;16;1;9;91;1;;10;3;1;4;;;;32;50;141;;2.3;;14.74;35.06;9.5;0.42;4.07;66.09;0.76;;6.91;1.13;0.28;1.18;;;;11.96;21.94;88.03;;;;;;;;;;;;;;;;;;;;;
2021;530000140;530000058;27;;;27;347;0;0;347;7565;0;0;7565;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;505;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;11;11;;;;;;;;;11;;;;;;;;;0.8;;0.8;0.33;;5;;36;53;15;1;7;117;2;;16;2;1;5;;;;43;68;185;;3.19;;31.98;47.75;13.44;0.62;5.44;102.42;2;;14.16;2.16;1;4.06;;;;36.12;58.5;160.92;;;;;;;;;;;;;;;;;;;;;
2021;530000165;530000066;15;;;15;164;0;0;164;2322;0;0;2322;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;349;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;10;10;;;;;;;;;10;1.1;1.1;;;;;;;0.12;;1.22;;;1;;14;24;9;2;4;54;3;1;11;1;1;3;;;1;42;62;116;;1.41;;13.45;21.2;10.08;0.47;2.71;49.32;3.41;0.24;9.57;0.5;0.5;3.41;;;0.5;38.93;56.56;105.88;;;;;;;;;;;;;;;;;;;;;
2021;530000181;530007202;15;;;15;183;0;0;183;2371;0;0;2371;;;;;0;0;0;0;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;115;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;6;6;;;;;;;;;6;0.2;0.2;;;;;;;0.34;;0.54;0.84;;;;6;15;5;1;4;31;;;6;;;;;;;4;10;41;;0.75;;6.03;13.45;4.99;0.18;1.02;26.42;0.32;;4.35;0.12;0.12;0.5;;;;4.58;9.87;36.29;;;;;;;;;;;;;;;;;;;;;
2021;540000072;540014081;11;;;11;186;0;0;186;3428;0;0;3428;3;;;3;17;0;0;17;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;1;1;5;;;;;;;;;;;;;1.55;0.15;;;;;;;0.6;0.07;2.22;;;1;;19;34;14;1;2;71;1;1;2;2;1;1;;;;6;13;84;;0.5;;11.2;27.5;10;0.75;1.35;51.3;0.5;0.5;0.9;1.05;0.8;0.24;;;;6;9.19;60.49;;;;;;;;;;;;;;;;;;;;;
2021;540001104;570027995;20;;;20;366;0;0;366;5541;0;0;5541;6;;;6;466;0;0;466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;;;;;;;1;;9;;;;;;;;;;;;;3.95;0.74;;;;;;;0.69;;4.64;;;4;;17;21;11;5;5;63;2;;13;2;2;1;;1;;3;22;85;;2.14;;13.41;20.68;9.86;2;1.95;50.04;2;;12.04;1.92;1.92;0.51;;0.4;;2.37;19.24;69.28;;;;;;;;;;;;;;;;;;;;;
2021;550000038;550000046;32;;;32;617;0;0;617;9829;0;0;9829;;;;;0;0;0;0;;51510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;161;0;;32;22;;;;;;;;;;;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;5;4;;;4;2;;;1;1;11;2;2;;;;;;;;;;2;3.86;3.56;;;1.55;0.37;;;1.12;0.02;6.55;1.84;1;2;;20;37;12;2;6;80;1;;26;2;1;3;;2;;28;62;142;1;1.53;;17.71;34.76;10.17;0.92;2.96;69.05;0.53;;12.04;1.03;0.53;1.76;;2;;22.16;39.52;108.57;;;;;;;;;;;;;;;;;;;;;
2021;560000184;560006017;58;;;58;1167;0;0;1167;17210;0;0;17210;5;;;5;998;0;0;998;;7919;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;592;3182;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;5;;;4;1;;;3;;36;;2;;;;;;;;;;2;22.91;4.57;;;3.23;0.53;;;1.06;;27.2;;;11;;61;71;20;7;24;194;4;1;28;4;3;3;;4;;28;72;266;;11.09;;55.39;63.25;19;4.71;19.4;172.84;3.37;0.94;25.35;4.08;3.28;1.85;;3.07;;27.19;65.85;238.69;;;;;;;;;;;;;;;;;;;;1;0
2021;560000291;560000085;12;;;12;577;0;0;577;3239;0;0;3239;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;72;0;;15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;3;6;;;;;;;;;;;;;0.25;;;;0.12;;;;;0.65;1.02;;;2;;17;32;13;1;2;67;;;14;3;1;;;1;;25;43;110;;0.86;;11.98;14.29;2.51;0.2;0.6;30.44;;;13.09;1.35;1;;;0.1;;23.25;37.79;68.23;;;;;;;;;;;;;;;;;;;;;
2021;560000366;560000259;15;;;15;132;0;0;132;2954;0;0;2954;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;0.96;0.96;;;;;;;;;0.96;;;3;;14;20;9;1;3;50;;;7;;;;;;;18;25;75;;1.36;;12.74;18.65;10.02;0.4;2.86;46.03;;;5.36;;;;;;;18.47;23.83;69.86;;;;;;;;;;;;;;;;;;;;;
2021;570000026;570024794;7;;;7;297;0;0;297;3098;0;0;3098;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.5;1;;;;;;;0.25;;1.75;;;1;;12;14;3;1;2;33;2;;11;;;1;;;;2;16;49;;1;;11.15;13;3;0.5;1.73;30.38;0.35;;7.58;;;0.35;;;;0.54;8.82;39.2;;;;;;;;;;;;;;;;;;;;;
2021;570000455;570010181;19;0;0;19;442;0;0;442;4757;0;0;4757;5;;;5;73;0;0;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;168;0;;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;2;2;11;;9;;;;6;1;;;;;15;2.72;1.47;;;;;;;1.1;0.32;4.14;;;2;;16;32;12;2;3;67;1;1;7;1;1;2;;;;10;22;89;;1.73;;12.4;24.44;10.17;0.5;1.66;50.9;0.82;0.8;4.72;0.52;0.52;0.85;;;;6.46;14.17;65.07;;;;;;;;;;;;;;;;;;;;;
2021;570000992;570000497;9;;;9;111;0;0;111;1965;0;0;1965;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;3;3;;;;;;;;;3;0.6;0.6;;;;;;;0.2;;0.8;;;2;1;12;17;8;1;3;44;2;;11;1;1;1;;;;17;32;76;;0.6;0.6;9.2;16;7.35;0.48;1.7;35.93;0.6;;3.54;0.4;0.4;0.5;;;;9.1;14.14;50.07;;;;;;;;;;;;;;;;;;;;;
2021;570009670;570027995;31;;;31;426;0;0;426;5647;0;0;5647;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;398;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;3;;10;;;;;;;;;;;;;3.67;2.52;;;;;;;1.62;;5.29;;;3;;23;29;23;1;8;87;3;;9;2;2;1;;1;;7;23;110;;2;;22;28.02;20.83;0.8;6.86;80.51;2.93;;8.52;1.2;1.2;1;;0.5;;6.04;20.19;100.7;;;;;;;;;;;;;;;;;;;;;
2021;580972610;580780054;15;0;0;15;144;0;0;144;2952;0;0;2952;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;134;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;1;;8;8;5;1;1;24;1;;9;;;1;;;;15;26;50;;1;;6.9;7.8;5;0.1;0.3;21.1;1;;4.91;;;1;;;;6.25;13.16;34.26;;;;;;;;;;;;;;;;;;;;;
2021;580972644;580781136;15;;;15;330;0;0;330;3971;0;0;3971;2;;;2;8;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;315;0;;30;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;;;1;;8;;;;;;;;;;;;;4.8;3.85;;;;;;;0.83;;5.63;;;3;1;30;68;27;;6;135;1;;14;2;2;4;;1;;19;41;176;;1.19;1;23.3;44.56;7.87;;2.87;80.79;1;;7.96;1.14;1.14;3.32;;1;;7.94;22.36;103.15;;;;;;;;;;;;;;;;;;;;;
2021;580972651;580780047;16;0;0;16;160;0;0;160;2627;0;0;2627;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;59;0;;30;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;1;4;;;1;;;;;;;;1;5;;0.8;;7.3;21.4;12.66;;1.77;43.93;6.64;;1.08;0.82;;0.81;;1.8;;7.16;18.31;62.24;;;;;;;;;;;;;;;;;;;;;
2021;580972669;580780070;42;;;42;1589;0;0;1589;9867;0;0;9867;;;;;0;0;0;0;;16512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9048;0;;1;0;0;0;1;240;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;24;3;15;1;2;;;;2;1;29;2;;;;;;;;;;;;16.42;2.34;11.13;0.54;0.74;;;;1.19;0.17;18.52;2;2;1;;35;34;15;1;1;89;3;2;18;1;1;4;;4;;18;50;139;2;1;;32.89;32.45;13.73;0.2;1;83.27;2.12;0.79;16.59;0.07;0.07;2.12;;4.01;;18.67;44.37;127.64;;;;;;;;;;;;1;0;;;;;;;;
2021;580972677;580780088;25;;;25;1830;0;0;1830;11624;0;0;11624;3;;;3;85;0;0;85;;4278;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;129;0;;30;17;;;1;10769;0;;1;0;0;0;1;197;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;15;7;7;;;;;;1;;16;1;0;0;0;;;;;;;;0;8.34;3.17;3.66;;;;;;1;;9.34;0.42;;1;;55;79;39;;3;177;;;26;2;;4;;7;3;32;74;251;;0.82;;46;59.74;25.32;;0.72;132.6;;;18.31;0.33;;0.19;;0.7;1.82;17.7;39.05;171.65;;;;;;;;;;;;1;0;;;;;;;;
2021;590000014;590780052;28;0;0;28;677;0;0;677;7285;0;0;7285;0;;;0;0;0;0;0;;16532;;1;42;;;42;391;;;391;212;;;212;20;;;20;2905;;;2905;;;;;;;1;;;1;260;;;260;4;;4;12976;;12976;1867;;;1867;2095;;;2095;28;276;996;5;30;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;7;;;;;5;;2;1;22;3;;;;;;;;;;;;10.03;5.42;;;;;4.17;;1.21;0.33;15.74;3.84;;7;;111;60;9;7;9;203;1;;35;12;7;4;;4;;31;87;290;;6.81;;104.9;60.44;9.73;6.01;7.44;195.33;1.5;;27.72;10.02;6.1;4;;3.37;;29.85;76.46;271.79;;;;;;;;;;;;;;;;;;;;1;
2021;590000527;590781795;72;;;72;985;0;0;985;15491;0;0;15491;10;;;10;577;0;0;577;;6289;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;201;2185;19;30;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;6;;;1;;;;2;1;27;2;;;;;;;;;;;;10.41;3.83;;;0.1;;;;1.25;0.2;11.96;3.68;;5;;65;70;17;7;11;175;3;;30;6;2;3;;5;;56;103;278;;4.24;;56.58;62.98;12.47;5.12;7.38;148.77;3;;26.15;4.41;1.56;3.41;;3.61;;46.17;86.75;235.52;;;;;;;;;;;;;;;;;;;;;
2021;590000543;590781811;10;;;10;112;0;0;112;1876;0;0;1876;;;;;0;0;0;0;;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206;1073;7047;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;10;;;;;1;;1;1;21;;;;;;;;;;;;;10.8;8;;;;;0.1;;1;0.2;12.1;;;7;;65;132;18;8;35;265;1;;22;9;3;4;;1;;69;106;371;;7;;62.51;128.85;17.43;7.1;32.06;254.95;0.86;;18.81;7.86;2.72;3.27;;1;;66.76;98.56;353.51;;;;;;;;;;;;;;;;;;;;;
2021;590000766;590782645;24;;;24;536;0;0;536;6234;0;0;6234;4;;;4;22;0;0;22;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;1;;;;1;;7;2;;;;;;;;;;;;3.84;1.8;;;0.14;;;;1.18;;5.16;2;;3;;24;31;4;2;4;68;1;;20;1;1;3;;2;;20;47;115;;3.25;;21.94;29.14;5.43;0.52;2.81;63.09;0.25;;18.98;0.9;0.9;2.82;;1.92;;17.22;42.09;105.18;;;;;;;;;;;;;;;;;;;;;
