BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;020000519;020000261;9999;3.54;;133.23;;136.77;16.33;308.85;32.81;253.41;125.24;2.6;18.59;8.52;766.35;1.43;2.5;3.93;52.01;167.59;1126.65
Q24;2021;020000535;020000287;1000;2;;83.25;;85.25;1;6.07;;14.32;19.16;0.59;1;2.12;44.26;;2.25;2.25;1.18;77.54;210.48
Q24;2021;020000535;020000287;2000;;;9.61;;9.61;5.67;110.57;11.35;115.97;44.7;1.69;10.23;2.12;302.3;;0.3;0.3;25.09;3.19;340.49
Q24;2021;020000535;020000287;2100;;;8.8;;8.8;4.54;101.46;11.35;101.42;40.23;1.07;10.23;1.57;271.87;;0.2;0.2;25.09;3.19;309.15
Q24;2021;020000535;020000287;2400;;;0.81;;0.81;1.13;9.11;;14.55;4.47;0.62;;0.55;30.43;;0.1;0.1;;;31.34
Q24;2021;020000535;020000287;9999;2;;92.86;;94.86;6.67;116.64;11.35;130.29;63.86;2.28;11.23;4.24;346.56;;2.55;2.55;26.27;80.73;550.97
Q24;2021;020000543;020000295;1000;2.5;;57.7;;60.2;;1;;;;;;;1;1;;1;7.12;131.3;200.62
Q24;2021;020000543;020000295;2000;;1;36;;37;33.5;463.3;;88.8;166.5;54.8;;8.8;815.7;39.8;14.5;54.3;0.88;;907.88
Q24;2021;020000543;020000295;2200;;1;36;;37;33.5;463.3;;88.8;166.5;54.8;;8.8;815.7;39.8;14.5;54.3;0.88;;907.88
Q24;2021;020000543;020000295;9999;2.5;1;93.7;;97.2;33.5;464.3;;88.8;166.5;54.8;;8.8;816.7;40.8;14.5;55.3;8;131.3;1108.5
Q24;2021;020000915;020003620;1000;;;14.96;;14.96;1;;;0.85;0.91;;;;2.76;;;;;35.73;53.45
Q24;2021;020000915;020003620;2000;;;10.06;;10.06;4;41.46;;73.07;20.31;1.6;;26.71;167.15;6.29;1.91;8.2;3.35;0.86;189.62
Q24;2021;020000915;020003620;2400;;;10.06;;10.06;4;41.46;;73.07;20.31;1.6;;26.71;167.15;6.29;1.91;8.2;3.35;0.86;189.62
Q24;2021;020000915;020003620;9999;;;25.02;;25.02;5;41.46;;73.92;21.22;1.6;;26.71;169.91;6.29;1.91;8.2;3.35;36.59;243.07
Q24;2021;020001061;020004404;1000;3.92;;43.49;;47.41;3.74;9.44;0.21;15.22;64.35;0.06;0.9;0.53;94.45;;2.56;2.56;;76.59;221.01
Q24;2021;020001061;020004404;2000;;;44.7;;44.7;6.87;133.39;21.33;132.29;15.09;1.8;17.35;2.88;331;;;;43.57;9.31;428.58
Q24;2021;020001061;020004404;2100;;;44.7;;44.7;6.87;133.39;21.33;132.29;15.09;1.8;17.35;2.88;331;;;;43.57;9.31;428.58
Q24;2021;020001061;020004404;9999;3.92;;88.19;;92.11;10.61;142.83;21.54;147.51;79.44;1.86;18.25;3.41;425.45;;2.56;2.56;43.57;85.9;649.59
Q24;2021;020001087;020004495;1000;2;0.41;37.16;;39.57;;;;;7.92;;;;7.92;;;;8.56;29.77;85.82
Q24;2021;020001087;020004495;2000;;;;;;3;51.65;;44.79;11.65;0.37;;5.82;117.28;1;0.25;1.25;;1.9;120.43
Q24;2021;020001087;020004495;2100;;;;;;2;38.29;;29.04;7.98;;;1;78.31;;;;;1.27;79.58
Q24;2021;020001087;020004495;2300;;;;;;;3.47;;3;0.67;0.37;;2;9.51;1;0.25;1.25;;;10.76
Q24;2021;020001087;020004495;2400;;;;;;1;9.89;;12.75;3;;;2.82;29.46;;;;;0.63;30.09
Q24;2021;020001087;020004495;9999;2;0.41;37.16;;39.57;3;51.65;;44.79;19.57;0.37;;5.82;125.2;1;0.25;1.25;8.56;31.67;206.25
Q24;2021;020003877;020000253;2000;;;0.58;;0.58;1;9.85;;14.5;5.53;;;;30.88;;0.21;0.21;;;31.67
Q24;2021;020003877;020000253;2400;;;0.58;;0.58;1;9.85;;14.5;5.53;;;;30.88;;0.21;0.21;;;31.67
Q24;2021;020003877;020000253;9999;;;0.58;;0.58;1;9.85;;14.5;5.53;;;;30.88;;0.21;0.21;;;31.67
Q24;2021;020004156;590805065;1000;1.18;;6.17;;7.35;;;;;;;;;;;0.13;0.13;0.46;2.07;10.01
Q24;2021;020004156;590805065;2000;;;;;;1.01;29.13;;21.75;12.73;1.05;;;65.67;;;;;;65.67
Q24;2021;020004156;590805065;2200;;;;;;1.01;29.13;;21.75;12.73;1.05;;;65.67;;;;;;65.67
Q24;2021;020004156;590805065;9999;1.18;;6.17;;7.35;1.01;29.13;;21.75;12.73;1.05;;;65.67;;0.13;0.13;0.46;2.07;75.68
Q24;2021;020004297;020005179;2000;;;2.67;0.32;2.99;2.09;5.46;;13.91;;0.76;;;22.22;;0.53;0.53;0.15;;25.89
Q24;2021;020004297;020005179;2300;;;2.67;0.32;2.99;2.09;5.46;;13.91;;0.76;;;22.22;;0.53;0.53;0.15;;25.89
Q24;2021;020004297;020005179;9999;;;2.67;0.32;2.99;2.09;5.46;;13.91;;0.76;;;22.22;;0.53;0.53;0.15;;25.89
Q24;2021;020004677;020000261;1000;;;0.01;;0.01;;0.17;;0.25;0.08;;;0.01;0.51;;;;;;0.52
Q24;2021;020004677;020000261;2000;0.08;;0.48;;0.56;0.46;9.01;;20.73;7.69;;;0.3;38.19;0.15;;0.15;0.04;2.95;41.89
Q24;2021;020004677;020000261;2500;0.08;;0.48;;0.56;0.46;9.01;;20.73;7.69;;;0.3;38.19;0.15;;0.15;0.04;2.95;41.89
Q24;2021;020004677;020000261;9999;0.08;;0.49;;0.57;0.46;9.18;;20.98;7.77;;;0.31;38.7;0.15;;0.15;0.04;2.95;42.41
Q24;2021;020005476;020000253;2000;;;0.17;;0.17;0.5;10.47;;13.19;7.9;;;0.34;32.4;0.24;0.21;0.45;;0.42;33.44
Q24;2021;020005476;020000253;2500;;;0.17;;0.17;0.5;10.47;;13.19;7.9;;;0.34;32.4;0.24;0.21;0.45;;0.42;33.44
Q24;2021;020005476;020000253;9999;;;0.17;;0.17;0.5;10.47;;13.19;7.9;;;0.34;32.4;0.24;0.21;0.45;;0.42;33.44
Q24;2021;020006664;020000063;2000;;;5.86;;5.86;4.01;87.15;0.86;0.18;11.55;3.12;;;106.87;;5;5;;2.75;120.48
Q24;2021;020006664;020000063;2200;;;5.86;;5.86;4.01;87.15;0.86;0.18;11.55;3.12;;;106.87;;5;5;;2.75;120.48
Q24;2021;020006664;020000063;9999;;;5.86;;5.86;4.01;87.15;0.86;0.18;11.55;3.12;;;106.87;;5;5;;2.75;120.48
Q24;2021;020009684;020002085;2000;0.07;;1.37;;1.44;0.2;4;;11.94;6;0.14;;0.33;22.61;0.5;;0.5;0.16;4.19;28.9
Q24;2021;020009684;020002085;2500;0.07;;1.37;;1.44;0.2;4;;11.94;6;0.14;;0.33;22.61;0.5;;0.5;0.16;4.19;28.9
Q24;2021;020009684;020002085;9999;0.07;;1.37;;1.44;0.2;4;;11.94;6;0.14;;0.33;22.61;0.5;;0.5;0.16;4.19;28.9
Q24;2021;020010047;020001632;1000;;;;;;;0.7;;;;;0.09;;0.79;;;;;;0.79
Q24;2021;020010047;020001632;2000;;1;26.2;;27.2;5;69.34;4;61.8;31.6;0.5;5;0.75;177.99;0.43;;0.43;6.6;8;220.22
Q24;2021;020010047;020001632;2100;;1;26.2;;27.2;5;69.34;4;61.8;31.6;0.5;5;0.75;177.99;0.43;;0.43;6.6;8;220.22
Q24;2021;020010047;020001632;9999;;1;26.2;;27.2;5;70.04;4;61.8;31.6;0.5;5.09;0.75;178.78;0.43;;0.43;6.6;8;221.01
Q24;2021;020010310;750719361;2000;0.51;;2.74;;3.25;0.52;3.01;;0.1;;0.99;;0.52;5.14;2.02;0.75;2.77;;1.3;12.46
Q24;2021;020010310;750719361;2400;0.51;;2.74;;3.25;0.52;3.01;;0.1;;0.99;;0.52;5.14;2.02;0.75;2.77;;1.3;12.46
Q24;2021;020010310;750719361;9999;0.51;;2.74;;3.25;0.52;3.01;;0.1;;0.99;;0.52;5.14;2.02;0.75;2.77;;1.3;12.46
Q24;2021;020010898;750721334;2000;0.52;;1.53;;2.05;1.11;;;2.56;;0.31;;;3.98;;;;;;6.03
Q24;2021;020010898;750721334;2300;0.52;;1.53;;2.05;1.11;;;2.56;;0.31;;;3.98;;;;;;6.03
Q24;2021;020010898;750721334;9999;0.52;;1.53;;2.05;1.11;;;2.56;;0.31;;;3.98;;;;;;6.03
Q24;2021;020014767;590805065;2000;;;8.27;;8.27;1;5.14;;14.59;0.31;0.5;;;21.54;;0.51;0.51;;;30.32
Q24;2021;020014767;590805065;2300;;;8.27;;8.27;1;5.14;;14.59;0.31;0.5;;;21.54;;0.51;0.51;;;30.32
Q24;2021;020014767;590805065;9999;;;8.27;;8.27;1;5.14;;14.59;0.31;0.5;;;21.54;;0.51;0.51;;;30.32
Q24;2021;020016366;020000063;2000;;;;;;0.25;0.1;;;;;;;0.35;;;;;;0.35
Q24;2021;020016366;020000063;2100;;;;;;0.25;0.1;;;;;;;0.35;;;;;;0.35
Q24;2021;020016366;020000063;9999;;;;;;0.25;0.1;;;;;;;0.35;;;;;;0.35
Q24;2021;030000012;030780100;1000;;;9.02;;9.02;;0.83;;;;;;0.09;0.92;;;;;7;16.94
Q24;2021;030000012;030780100;2000;;;;;;1.39;13.62;;23.53;17.71;1.46;;9;66.71;2;0.8;2.8;1.75;1;72.26
Q24;2021;030000012;030780100;2400;;;;;;1.39;13.62;;23.53;17.71;1.46;;9;66.71;2;0.8;2.8;1.75;1;72.26
Q24;2021;030000012;030780100;9999;;;9.02;;9.02;1.39;14.45;;23.53;17.71;1.46;;9.09;67.63;2;0.8;2.8;1.75;8;89.2
Q24;2021;030000061;030780092;1000;5.65;1;114.77;;121.42;9.94;26.76;0.32;28.68;92.23;0.96;0.54;4.44;163.87;2;2.73;4.73;62.93;222.96;575.91
Q24;2021;030000061;030780092;2000;0.4;0;87.71;;88.11;31.47;509.08;35.5;381.04;112.73;17.14;28.47;14.05;1129.48;9.35;9.93;19.28;16.28;8.43;1261.58
Q24;2021;030000061;030780092;2100;0.4;0;72.54;;72.94;19.05;290.75;34.5;286.8;22.55;6.92;28.47;1.48;690.52;0;2.95;2.95;16.28;5.42;788.11
Q24;2021;030000061;030780092;2200;0;0;12.88;;12.88;9.11;183.57;1;40.97;55.34;10.08;0;5.55;305.62;8.92;6.98;15.9;0;3;337.4
Q24;2021;030000061;030780092;2300;0;0;0.5;;0.5;0.41;5.85;0;0;0;0;0;0;6.26;0;0;0;0;0;6.76
Q24;2021;030000061;030780092;2400;0;0;1;;1;1.66;17.58;0;20.49;4.1;0.14;0;6.84;50.81;0;0;0;0;0;51.81
Q24;2021;030000061;030780092;2500;0;0;0.79;;0.79;1.24;11.33;0;32.78;30.74;0;0;0.18;76.27;0.43;0;0.43;0;0.01;77.5
Q24;2021;030000061;030780092;9999;6.05;1;202.48;;209.53;41.41;535.84;35.82;409.72;204.96;18.1;29.01;18.49;1293.35;11.35;12.66;24.01;79.21;231.39;1837.49
Q24;2021;030000079;030780100;1000;3.9;;69.61;;73.51;4.05;39.75;4.32;45.11;40.11;1.5;;;134.84;1;3.26;4.26;4.07;190.53;407.21
Q24;2021;030000079;030780100;2000;0.1;;63.03;;63.13;19.85;271.86;24.58;277.07;91.57;4.78;22.06;7.7;719.47;0.96;4.69;5.65;63.35;20.53;872.13
Q24;2021;030000079;030780100;2100;0.1;;60.49;;60.59;18.11;248.27;24.58;231.96;79.26;4.28;22.06;6.85;635.37;0.5;3.59;4.09;63.35;18.48;781.88
Q24;2021;030000079;030780100;2300;;;1;;1;0.4;4.83;;;0.06;;;;5.29;;0.3;0.3;;1.14;7.73
Q24;2021;030000079;030780100;2400;;;1;;1;1;11.53;;16.11;5.2;0.5;;0.85;35.19;;0.8;0.8;;;36.99
Q24;2021;030000079;030780100;2500;;;0.54;;0.54;0.34;7.23;;29;7.05;;;;43.62;0.46;;0.46;;0.91;45.53
Q24;2021;030000079;030780100;9999;4;;132.64;;136.64;23.9;311.61;28.9;322.18;131.68;6.28;22.06;7.7;854.31;1.96;7.95;9.91;67.42;211.06;1279.34
Q24;2021;030000087;030780118;1000;6;1;84.12;;91.12;8.43;15.48;1.39;29.89;19.81;1.96;0;0.25;77.21;5.54;;5.54;0.5;192.23;366.6
Q24;2021;030000087;030780118;2000;0;0;96.29;;96.29;23.23;471.12;35.19;359.48;160.31;22.5;25.17;25.2;1122.2;10.74;13.73;24.47;74.9;10.12;1327.98
Q24;2021;030000087;030780118;2100;0;0;81.73;;81.73;13.76;318.06;35.19;264.61;106.27;8.81;25.17;16.8;788.67;1.47;7.87;9.34;73.9;10.12;963.76
Q24;2021;030000087;030780118;2200;0;0;9.84;;9.84;4.43;99.14;0;18.86;25.22;12.96;0;2.8;163.41;8.29;4.86;13.15;0;0;186.4
Q24;2021;030000087;030780118;2300;0;0;1.72;;1.72;1.08;5.5;0;3;0;0;0;0;9.58;0;1;1;0;0;12.3
Q24;2021;030000087;030780118;2400;0;0;3;;3;2.96;25.04;0;39.38;3.6;0;0;5.6;76.58;0;0;0;0;0;79.58
Q24;2021;030000087;030780118;2500;0;0;0;;0;1;23.38;0;33.63;25.22;0.73;0;0;83.96;0.98;0;0.98;1;0;85.94
Q24;2021;030000087;030780118;9999;6;1;180.41;;187.41;31.66;486.6;36.58;389.37;180.12;24.46;25.17;25.45;1199.41;16.28;13.73;30.01;75.4;202.35;1694.58
Q24;2021;030000095;030780126;1000;;;14.23;;14.23;;0.02;;1.63;7.35;;;;9;;0.8;0.8;2.97;22.93;49.93
Q24;2021;030000095;030780126;2000;;;;;;0.49;8.89;;11.02;11.49;;;3.48;35.37;1;;1;;;36.37
Q24;2021;030000095;030780126;2100;;;;;;;2;;1;2.07;;;0.35;5.42;;;;;;5.42
Q24;2021;030000095;030780126;2400;;;;;;0.49;6.89;;10.02;9.42;;;3.13;29.95;1;;1;;;30.95
Q24;2021;030000095;030780126;9999;;;14.23;;14.23;0.49;8.91;;12.65;18.84;;;3.48;44.37;1;0.8;1.8;2.97;22.93;86.3
Q24;2021;030000160;030780282;1000;2;1;35;;38;0.93;1.59;;3.1;5.45;0.11;;0.06;11.24;;;;0.18;50.51;99.93
Q24;2021;030000160;030780282;2000;;;1;;1;7.49;51.3;;35.63;176.27;3.49;;1.8;275.98;5.38;2;7.38;6.27;1.14;291.77
Q24;2021;030000160;030780282;2200;;;;;;6.48;44.42;;21.3;163.55;2.95;;1.8;240.5;4.42;1.75;6.17;5.27;0.27;252.21
Q24;2021;030000160;030780282;2500;;;1;;1;1.01;6.88;;14.33;12.72;0.54;;;35.48;0.96;0.25;1.21;1;0.87;39.56
Q24;2021;030000160;030780282;9999;2;1;36;;39;8.42;52.89;;38.73;181.72;3.6;;1.86;287.22;5.38;2;7.38;6.45;51.65;391.7
Q24;2021;030001689;030005821;2000;;;1.2;;1.2;;;;;1;;;;1;;;;8.2;;10.4
Q24;2021;030001689;030005821;2100;;;1.2;;1.2;;;;;1;;;;1;;;;8.2;;10.4
Q24;2021;030001689;030005821;9999;;;1.2;;1.2;;;;;1;;;;1;;;;8.2;;10.4
Q24;2021;030002208;030002158;1000;3;;18.48;;21.48;1.08;1.75;;6.09;9.78;;;;18.7;;;;3.48;25.78;69.44
Q24;2021;030002208;030002158;2000;;;0.2;;0.2;0.92;21.53;;29.33;12.85;1.18;;4.99;70.8;1.67;1.79;3.46;1;2.68;78.14
Q24;2021;030002208;030002158;2400;;;0.2;;0.2;0.92;21.53;;29.33;12.85;1.18;;4.99;70.8;1.67;1.79;3.46;1;2.68;78.14
Q24;2021;030002208;030002158;9999;3;;18.68;;21.68;2;23.28;;35.42;22.63;1.18;;4.99;89.5;1.67;1.79;3.46;4.48;28.46;147.58
Q24;2021;030003669;630000990;2000;;;0.4;;0.4;0.38;6.91;;;2.22;;;;9.51;;;;0.37;;10.28
Q24;2021;030003669;630000990;2100;;;0.4;;0.4;0.38;6.91;;;2.22;;;;9.51;;;;0.37;;10.28
Q24;2021;030003669;630000990;9999;;;0.4;;0.4;0.38;6.91;;;2.22;;;;9.51;;;;0.37;;10.28
Q24;2021;030003719;630000990;2000;;;;;;;;;;;;;;;;;;0.2;;0.2
Q24;2021;030003719;630000990;2100;;;;;;;;;;;;;;;;;;0.2;;0.2
Q24;2021;030003719;630000990;9999;;;;;;;;;;;;;;;;;;0.2;;0.2
Q24;2021;030003768;630000990;2000;;;;;;;;;;;;;;;;;;0.65;;0.65
Q24;2021;030003768;630000990;2100;;;;;;;;;;;;;;;;;;0.65;;0.65
Q24;2021;030003768;630000990;9999;;;;;;;;;;;;;;;;;;0.65;;0.65
Q24;2021;030007942;030002158;1000;;;4.43;;4.43;;;;0.6;;;;1.86;2.46;;;;;21.09;27.98
Q24;2021;030007942;030002158;2000;;;;;;1.9;11.78;;17.68;8.18;1.82;;0.96;42.32;0.82;0.92;1.74;;1.3;45.36
Q24;2021;030007942;030002158;2100;;;;;;0.2;2.22;;7.89;2;;;;12.31;;;;;;12.31
Q24;2021;030007942;030002158;2400;;;;;;1.7;9.56;;9.79;6.18;1.82;;0.96;30.01;0.82;0.92;1.74;;1.3;33.05
Q24;2021;030007942;030002158;9999;;;4.43;;4.43;1.9;11.78;;18.28;8.18;1.82;;2.82;44.78;0.82;0.92;1.74;;22.39;73.34
Q24;2021;030008726;180006496;2000;;;;;;0.8;;;;;;;;0.8;;;;11.1;;11.9
Q24;2021;030008726;180006496;2100;;;;;;0.8;;;;;;;;0.8;;;;11.1;;11.9
Q24;2021;030008726;180006496;9999;;;;;;0.8;;;;;;;;0.8;;;;11.1;;11.9
Q24;2021;030780548;030000194;1000;3;1;16.32;;20.32;1.02;;;;5.84;;;;6.86;;;;3.83;2.67;33.68
Q24;2021;030780548;030000194;2000;;;9.41;;9.41;3.07;33.95;;22.65;16.01;0.99;;1.91;78.58;;1.01;1.01;;;89
Q24;2021;030780548;030000194;2100;;;8.36;;8.36;2.07;30.07;;18.18;13.99;0.5;;1;65.81;;0.51;0.51;;;74.68
Q24;2021;030780548;030000194;2400;;;1.05;;1.05;1;3.88;;4.47;2.02;0.49;;0.91;12.77;;0.5;0.5;;;14.32
Q24;2021;030780548;030000194;9999;3;1;25.73;;29.73;4.09;33.95;;22.65;21.85;0.99;;1.91;85.44;;1.01;1.01;3.83;2.67;122.68
Q24;2021;030781116;030000426;1000;4;;25.01;;29.01;;;;;8.35;;;;8.35;;;;;12.91;50.27
Q24;2021;030781116;030000426;2000;;;8;;8;6;105.29;3.5;94.23;43.11;1;;1.7;254.83;;1.5;1.5;10.8;;275.13
Q24;2021;030781116;030000426;2100;;;8;;8;5;94.59;3.5;77.93;39.11;0.4;;0.3;220.83;;0.5;0.5;10.8;;240.13
Q24;2021;030781116;030000426;2400;;;;;;1;10.7;;16.3;4;0.6;;1.4;34;;1;1;;;35
Q24;2021;030781116;030000426;9999;4;;33.01;;37.01;6;105.29;3.5;94.23;51.46;1;;1.7;263.18;;1.5;1.5;10.8;12.91;325.4
Q24;2021;030781637;030780100;2000;;;7.95;;7.95;3.72;62.54;;9.83;18.17;7.22;;4.35;105.83;5.65;3.84;9.49;0.36;0.86;124.49
Q24;2021;030781637;030780100;2100;;;;;;0.09;1;;;;1.01;;;2.1;1;;1;;;3.1
Q24;2021;030781637;030780100;2200;;;7.95;;7.95;3.63;61.54;;9.83;18.17;6.21;;4.35;103.73;4.65;3.84;8.49;0.36;0.86;121.39
Q24;2021;030781637;030780100;9999;;;7.95;;7.95;3.72;62.54;;9.83;18.17;7.22;;4.35;105.83;5.65;3.84;9.49;0.36;0.86;124.49
Q24;2021;030785430;030785422;1000;1.67;;20.29;;21.96;;;;;;;;;;;;;;3.04;25
Q24;2021;030785430;030785422;2000;;0.53;2.77;;3.3;1;36.32;14.46;17.9;20.73;;;;90.41;;0.74;0.74;3.1;;97.55
Q24;2021;030785430;030785422;2100;;0.53;2.77;;3.3;1;36.32;14.46;17.9;20.73;;;;90.41;;0.74;0.74;3.1;;97.55
Q24;2021;030785430;030785422;9999;1.67;0.53;23.06;;25.26;1;36.32;14.46;17.9;20.73;;;;90.41;;0.74;0.74;3.1;3.04;122.55
Q24;2021;040000036;040780132;2000;0.48;;1.2;;1.68;0.58;3.99;;3.69;5.93;;;0.17;14.36;;;;0.31;1.54;17.89
Q24;2021;040000036;040780132;2100;0.16;;0.4;;0.56;0.28;1.34;;1.21;1.96;;;0.07;4.86;;;;0.1;0.52;6.04
Q24;2021;040000036;040780132;2400;0.32;;0.8;;1.12;0.3;2.65;;2.48;3.97;;;0.1;9.5;;;;0.21;1.02;11.85
Q24;2021;040000036;040780132;9999;0.48;;1.2;;1.68;0.58;3.99;;3.69;5.93;;;0.17;14.36;;;;0.31;1.54;17.89
Q24;2021;040000044;040780140;2000;;;2.09;;2.09;0.11;2.94;;2.41;1.41;0.1;;;6.97;;;;;0.68;9.74
Q24;2021;040000044;040780140;2100;;;0.93;;0.93;0.05;1.3;;1.06;0.62;0.05;;;3.08;;;;;0.28;4.29
Q24;2021;040000044;040780140;2400;;;1.16;;1.16;0.06;1.64;;1.35;0.79;0.05;;;3.89;;;;;0.4;5.45
Q24;2021;040000044;040780140;9999;;;2.09;;2.09;0.11;2.94;;2.41;1.41;0.1;;;6.97;;;;;0.68;9.74
Q24;2021;040000069;040780215;1000;;;0.04;;0.04;0.02;0.23;;0.92;0.14;;;0;1.31;;;;0;0;1.35
Q24;2021;040000069;040780215;2000;;;3.35;;3.35;1.23;11.86;;24.74;8.1;;;8.01;53.94;;;;0.03;2.36;59.68
Q24;2021;040000069;040780215;2100;;;0;;0;0;0;;0;0;;;5.11;5.11;;;;0;0;5.11
Q24;2021;040000069;040780215;2400;;;3.35;;3.35;1.23;11.86;;24.74;8.1;;;2.9;48.83;;;;0.03;2.36;54.57
Q24;2021;040000069;040780215;9999;;;3.39;;3.39;1.25;12.09;;25.66;8.24;;;8.01;55.25;;;;0.03;2.36;61.03
Q24;2021;040000093;040780215;1000;5.13;;46.86;;51.99;5.4;15.29;1.13;23.77;34.18;0;0.45;4.95;85.17;1.46;2;3.46;0.08;63.45;204.15
Q24;2021;040000093;040780215;2000;0.28;;34.57;;34.85;9.42;157.71;25.35;134.72;66.36;2.16;18.31;3.89;417.92;0.4;1;1.4;16.82;4.31;475.3
Q24;2021;040000093;040780215;2100;0.1;;34.17;;34.27;9.25;152.8;25.35;120.46;62.34;1.91;18.31;3.8;394.22;0;1;1;16.67;2.84;449
Q24;2021;040000093;040780215;2500;0.18;;0.4;;0.58;0.17;4.91;0;14.26;4.02;0.25;0;0.09;23.7;0.4;0;0.4;0.15;1.47;26.3
Q24;2021;040000093;040780215;9999;5.41;;81.43;;86.84;14.82;173;26.48;158.49;100.54;2.16;18.76;8.84;503.09;1.86;3;4.86;16.9;67.76;679.45
Q24;2021;040000119;040780231;2000;;;2.66;;2.66;1.34;5.85;;12.38;5.25;;;0.77;25.59;;;;0.97;13.83;43.05
Q24;2021;040000119;040780231;2100;;;0.89;;0.89;0.44;1.95;;3.84;1.75;;;0.16;8.14;;;;0.46;4.61;14.1
Q24;2021;040000119;040780231;2400;;;1.77;;1.77;0.9;3.9;;8.54;3.5;;;0.61;17.45;;;;0.51;9.22;28.95
Q24;2021;040000119;040780231;9999;;;2.66;;2.66;1.34;5.85;;12.38;5.25;;;0.77;25.59;;;;0.97;13.83;43.05
Q24;2021;040000127;040780249;2000;;;0.45;;0.45;0.11;1;;3.1;2;;;;6.21;;;;0.2;0.15;7.01
Q24;2021;040000127;040780249;2100;;;0.45;;0.45;0.11;1;;3.1;2;;;;6.21;;;;0.2;0.15;7.01
Q24;2021;040000127;040780249;9999;;;0.45;;0.45;0.11;1;;3.1;2;;;;6.21;;;;0.2;0.15;7.01
Q24;2021;040000135;050002948;1000;;;4.44;;4.44;0.06;2.8;;0.91;3.21;;0.02;1.75;8.75;;;;0.55;19.65;33.39
Q24;2021;040000135;050002948;2000;;;9.36;;9.36;2.34;37.36;1;31.31;12.02;;0.32;1.83;86.18;0.71;;0.71;16.17;1.36;113.78
Q24;2021;040000135;050002948;2100;;;8.86;;8.86;1.54;28.48;1;18.37;8.98;;0.32;1.83;60.52;0.71;;0.71;16.17;1.36;87.62
Q24;2021;040000135;050002948;2400;;;0.5;;0.5;0.8;8.88;;12.94;3.04;;;;25.66;;;;;;26.16
Q24;2021;040000135;050002948;9999;;;13.8;;13.8;2.4;40.16;1;32.22;15.23;;0.34;3.58;94.93;0.71;;0.71;16.72;21.01;147.17
Q24;2021;040000911;040788879;1000;3.76;1;54.73;;59.49;4.88;51.89;0.32;45.07;16.7;1.45;0.11;3.89;124.31;0.53;1.69;2.22;1.48;99.73;287.23
Q24;2021;040000911;040788879;2000;;;49.44;;49.44;17.2;263.21;12.23;106.3;49.7;34.59;8.86;10.94;503.03;12.64;8.95;21.59;31.65;19.86;625.57
Q24;2021;040000911;040788879;2100;;;33.51;;33.51;4.49;110.95;10.23;62.55;22.14;3.17;8.86;0.94;223.33;0.2;0.83;1.03;30.65;18.86;307.38
Q24;2021;040000911;040788879;2200;;;15.93;;15.93;12.71;152.26;2;43.75;27.56;31.42;;10;279.7;12.44;8.12;20.56;1;1;318.19
Q24;2021;040000911;040788879;9999;3.76;1;104.17;;108.93;22.08;315.1;12.55;151.37;66.4;36.04;8.97;14.83;627.34;13.17;10.64;23.81;33.13;119.59;912.8
Q24;2021;040003113;920033503;2000;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;040003113;920033503;2100;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;040003113;920033503;9999;;;;;;;2;;;;;;;2;;;;;;2
Q24;2021;040780389;040000192;2000;;;5;;5;1;17.2;;18.5;10.5;0.5;;0.5;48.2;;0.6;0.6;1;1;55.8
Q24;2021;040780389;040000192;2400;;;5;;5;1;17.2;;18.5;10.5;0.5;;0.5;48.2;;0.6;0.6;1;1;55.8
Q24;2021;040780389;040000192;9999;;;5;;5;1;17.2;;18.5;10.5;0.5;;0.5;48.2;;0.6;0.6;1;1;55.8
Q24;2021;040780405;040000168;2000;2;;6;;8;0.5;15.3;;26.5;22.5;0.6;;10.1;75.5;;0.5;0.5;;2.57;86.57
Q24;2021;040780405;040000168;2400;1;;3.5;;4.5;0.25;8.8;;14;12.5;0.2;;9.9;45.65;;0.5;0.5;;1.57;52.22
Q24;2021;040780405;040000168;2500;1;;2.5;;3.5;0.25;6.5;;12.5;10;0.4;;0.2;29.85;;;;;1;34.35
Q24;2021;040780405;040000168;9999;2;;6;;8;0.5;15.3;;26.5;22.5;0.6;;10.1;75.5;;0.5;0.5;;2.57;86.57
Q24;2021;040780470;040000192;2000;1.42;;11;;12.42;1;18.2;;7.5;12;;;;38.7;;;;1.92;1.5;54.54
Q24;2021;040780470;040000192;2100;1.42;;11;;12.42;1;18.2;;7.5;12;;;;38.7;;;;1.92;1.5;54.54
Q24;2021;040780470;040000192;9999;1.42;;11;;12.42;1;18.2;;7.5;12;;;;38.7;;;;1.92;1.5;54.54
Q24;2021;040780488;040000200;2000;3;;4.05;;7.05;2;9.6;;27.55;18.03;0.5;;16.98;74.66;1;0.91;1.91;0.71;18.54;102.87
Q24;2021;040780488;040000200;2400;3;;4.05;;7.05;2;9.6;;27.55;18.03;0.5;;16.98;74.66;1;0.91;1.91;0.71;18.54;102.87
Q24;2021;040780488;040000200;9999;3;;4.05;;7.05;2;9.6;;27.55;18.03;0.5;;16.98;74.66;1;0.91;1.91;0.71;18.54;102.87
