BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;940300577;310021266;2000;1;1;6.53;;8.53;;14.26;;22.73;9.85;1;;3.7;51.54;;;;;1;61.07
Q24;2021;940300577;310021266;2400;1;1;6.53;;8.53;;14.26;;22.73;9.85;1;;3.7;51.54;;;;;1;61.07
Q24;2021;940300577;310021266;9999;1;1;6.53;;8.53;;14.26;;22.73;9.85;1;;3.7;51.54;;;;;1;61.07
Q24;2021;940310014;940000979;2000;6.04;;12.35;;18.39;2.95;31.86;;15.44;0.33;3.18;;;53.76;2.33;;2.33;;2.08;76.56
Q24;2021;940310014;940000979;2200;6.04;;12.35;;18.39;2.95;31.86;;15.44;0.33;3.18;;;53.76;2.33;;2.33;;2.08;76.56
Q24;2021;940310014;940000979;9999;6.04;;12.35;;18.39;2.95;31.86;;15.44;0.33;3.18;;;53.76;2.33;;2.33;;2.08;76.56
Q24;2021;940310022;940022163;2000;2;1;9.11;;12.11;1;28.93;0.23;9.24;;2.43;;0.97;42.8;;;;1.06;7.51;63.48
Q24;2021;940310022;940022163;2200;2;1;9.11;;12.11;1;28.93;0.23;9.24;;2.43;;0.97;42.8;;;;1.06;7.51;63.48
Q24;2021;940310022;940022163;9999;2;1;9.11;;12.11;1;28.93;0.23;9.24;;2.43;;0.97;42.8;;;;1.06;7.51;63.48
Q24;2021;940700032;940001027;1000;1;1;37;;39;;;;;26.47;;;;26.47;;;;;;65.47
Q24;2021;940700032;940001027;2000;;;11.04;;11.04;5.85;43.12;;44.39;5.25;0.5;;28.91;128.02;;2.43;2.43;28.12;33.84;203.45
Q24;2021;940700032;940001027;2400;;;11.04;;11.04;5.85;43.12;;44.39;5.25;0.5;;28.91;128.02;;2.43;2.43;28.12;33.84;203.45
Q24;2021;940700032;940001027;9999;1;1;48.04;;50.04;5.85;43.12;;44.39;31.72;0.5;;28.91;154.49;;2.43;2.43;28.12;33.84;268.92
Q24;2021;940700040;570010181;2000;1;;15.5;;16.5;2;15.2;;34.64;15;1;;23.38;91.22;14.7;1;15.7;1;7.6;132.02
Q24;2021;940700040;570010181;2400;1;;15.5;;16.5;2;15.2;;34.64;15;1;;23.38;91.22;14.7;1;15.7;1;7.6;132.02
Q24;2021;940700040;570010181;9999;1;;15.5;;16.5;2;15.2;;34.64;15;1;;23.38;91.22;14.7;1;15.7;1;7.6;132.02
Q24;2021;940715170;940715170;2000;0.25;;2.5;;2.75;;;;;;3.29;;3.44;6.73;2;1.5;3.5;;1.06;14.04
Q24;2021;940715170;940715170;2200;0.25;;2.5;;2.75;;;;;;3.29;;3.44;6.73;2;1.5;3.5;;1.06;14.04
Q24;2021;940715170;940715170;9999;0.25;;2.5;;2.75;;;;;;3.29;;3.44;6.73;2;1.5;3.5;;1.06;14.04
Q24;2021;940721400;940721400;2000;2.1;;17.68;;19.78;;4.5;;;;16.83;;15.27;36.6;7.4;5.9;13.3;;6.8;76.48
Q24;2021;940721400;940721400;2200;2.1;;17.68;;19.78;;4.5;;;;16.83;;15.27;36.6;7.4;5.9;13.3;;6.8;76.48
Q24;2021;940721400;940721400;9999;2.1;;17.68;;19.78;;4.5;;;;16.83;;15.27;36.6;7.4;5.9;13.3;;6.8;76.48
Q24;2021;940806490;750810798;1000;2;;20.06;;22.06;0.98;1;;2.81;2.8;0;;0;7.59;;0;0;0;11;40.65
Q24;2021;940806490;750810798;2000;0;;0;;0;2.92;30;;28.39;12;1;;8.5;82.81;;2;2;4.8;0;89.61
Q24;2021;940806490;750810798;2100;0;;0;;0;0.98;11;;7.8;4;0;;0;23.78;;0;0;4.8;0;28.58
Q24;2021;940806490;750810798;2400;0;;0;;0;1.94;19;;20.59;8;1;;8.5;59.03;;2;2;0;0;61.03
Q24;2021;940806490;750810798;9999;2;;20.06;;22.06;3.9;31;;31.2;14.8;1;;8.5;90.4;;2;2;4.8;11;130.26
Q24;2021;940807654;940807654;1000;1.68;;3.63;;5.31;;;;;;;;;;;;;;2.63;7.94
Q24;2021;940807654;940807654;2000;;;;;;2.46;0.59;;;12.56;11.78;;1.17;28.56;4.92;;4.92;;;33.48
Q24;2021;940807654;940807654;2200;;;;;;2.46;0.59;;;12.56;11.78;;1.17;28.56;4.92;;4.92;;;33.48
Q24;2021;940807654;940807654;9999;1.68;;3.63;;5.31;2.46;0.59;;;12.56;11.78;;1.17;28.56;4.92;;4.92;;2.63;41.42
Q24;2021;940812506;940110042;2000;;;1.63;;1.63;0.17;7.27;;20.78;5.89;0.4;;0.3;34.81;;0.15;0.15;0.35;1.94;38.88
Q24;2021;940812506;940110042;2500;;;1.63;;1.63;0.17;7.27;;20.78;5.89;0.4;;0.3;34.81;;0.15;0.15;0.35;1.94;38.88
Q24;2021;940812506;940110042;9999;;;1.63;;1.63;0.17;7.27;;20.78;5.89;0.4;;0.3;34.81;;0.15;0.15;0.35;1.94;38.88
Q24;2021;940813017;940000060;2000;;;0.72;;0.72;1.73;22.78;;;;;;;24.51;;;;;;25.23
Q24;2021;940813017;940000060;2100;;;0.72;;0.72;1.73;22.78;;;;;;;24.51;;;;;;25.23
Q24;2021;940813017;940000060;9999;;;0.72;;0.72;1.73;22.78;;;;;;;24.51;;;;;;25.23
Q24;2021;940813033;940001894;1000;3.74;;20.36;;24.1;;;;;;;;;;;;;2;4.26;30.36
Q24;2021;940813033;940001894;2000;;;;;;3;33.9;1.91;13.07;10.44;;;1;63.32;;;;;;63.32
Q24;2021;940813033;940001894;2100;;;;;;3;33.9;1.91;13.07;10.44;;;1;63.32;;;;;;63.32
Q24;2021;940813033;940001894;9999;3.74;;20.36;;24.1;3;33.9;1.91;13.07;10.44;;;1;63.32;;;;2;4.26;93.68
Q24;2021;940813090;920030269;2000;2.45;;4.83;;7.28;1;14.12;;18.61;9.89;0.78;;3.17;47.57;2.33;0.96;3.29;0.43;6.8;65.37
Q24;2021;940813090;920030269;2400;2.45;;4.83;;7.28;1;14.12;;18.61;9.89;0.78;;3.17;47.57;2.33;0.96;3.29;0.43;6.8;65.37
Q24;2021;940813090;920030269;9999;2.45;;4.83;;7.28;1;14.12;;18.61;9.89;0.78;;3.17;47.57;2.33;0.96;3.29;0.43;6.8;65.37
Q24;2021;940814460;940000060;2000;;;0.5;;0.5;0.6;5.7;;;;;;;6.3;;;;;;6.8
Q24;2021;940814460;940000060;2100;;;0.5;;0.5;0.6;5.7;;;;;;;6.3;;;;;;6.8
Q24;2021;940814460;940000060;9999;;;0.5;;0.5;0.6;5.7;;;;;;;6.3;;;;;;6.8
Q24;2021;950000307;950110015;1000;6.61;1;106.45;;114.06;4.47;20.74;2.15;59.49;65.85;0.49;0.47;0.42;154.08;1.94;;1.94;5.69;166.29;442.06
Q24;2021;950000307;950110015;2000;;;144.21;;144.21;25.51;561.15;48.01;436.27;94.83;48.92;46.94;41.29;1302.92;30.46;14.17;44.63;136.59;39;1667.35
Q24;2021;950000307;950110015;2100;;;122.84;;122.84;19.88;444.99;48.01;356.94;54.85;11.86;46.94;10.84;994.31;1.3;7.37;8.67;135.17;32.85;1293.84
Q24;2021;950000307;950110015;2200;;;17.3;;17.3;3.05;73.72;;9.92;16.25;36.08;;20.86;159.88;27.54;3.8;31.34;;2.05;210.57
Q24;2021;950000307;950110015;2400;;;1.81;;1.81;0.91;25.28;;29.75;9.63;0.49;;7.09;73.15;;3;3;;2.05;80.01
Q24;2021;950000307;950110015;2500;;;2.26;;2.26;1.67;17.16;;39.66;14.1;0.49;;2.5;75.58;1.62;;1.62;1.42;2.05;82.93
Q24;2021;950000307;950110015;9999;6.61;1;250.66;;258.27;29.98;581.89;50.16;495.76;160.68;49.41;47.41;41.71;1457;32.4;14.17;46.57;142.28;205.29;2109.41
Q24;2021;950000315;950001370;1000;2.23;1;67.31;;70.54;2.67;16.85;0.5;16.81;50.24;;;6.15;93.22;0.45;3.27;3.72;7.57;88.97;264.02
Q24;2021;950000315;950001370;2000;;;13.53;;13.53;6.2;106.27;20.55;89.8;6.17;2.62;13.5;8.98;254.09;0.32;0.4;0.72;17.26;6.18;291.78
Q24;2021;950000315;950001370;2100;;;13.53;;13.53;5.24;93.72;20.55;75.28;6.17;2.62;13.5;8.58;225.66;0.32;0.4;0.72;17.26;6.18;263.35
Q24;2021;950000315;950001370;2400;;;;;;0.96;12.55;;14.52;;;;0.4;28.43;;;;;;28.43
Q24;2021;950000315;950001370;9999;2.23;1;80.84;;84.07;8.87;123.12;21.05;106.61;56.41;2.62;13.5;15.13;347.31;0.77;3.67;4.44;24.83;95.15;555.8
Q24;2021;950000323;950013870;1000;8.37;1.83;118.58;0.26;129.04;4.97;16.59;1.02;17.24;49.61;0.26;1.37;1.1;92.16;2.09;2.68;4.77;4.13;203;433.1
Q24;2021;950000323;950013870;2000;0.4;0;133.72;0;134.12;25.74;536.32;52.77;414.06;115.75;45.04;48.79;53.99;1292.46;12.81;19.63;32.44;101.71;10.69;1571.42
Q24;2021;950000323;950013870;2100;0;0;105.97;0;105.97;16.18;364.92;51.77;298.43;52.91;10;48.77;23.14;866.12;3.73;8.93;12.66;93.17;8.55;1086.47
Q24;2021;950000323;950013870;2200;0;0;17.66;0;17.66;6.27;110.58;1;16.5;38.03;32.64;0;10.47;215.49;4.75;8.7;13.45;1.92;0;248.52
Q24;2021;950000323;950013870;2300;0;0;0;0;0;0.37;11.06;0;1;0;0.5;0;2.75;15.68;0.3;0.22;0.52;0.36;0;16.56
Q24;2021;950000323;950013870;2400;0;0;7.57;0;7.57;2.58;38.7;0;49.43;11.58;0.99;0.02;16.53;119.83;1.94;1.78;3.72;3.14;0;134.26
Q24;2021;950000323;950013870;2500;0.4;0;2.52;0;2.92;0.34;11.06;0;48.7;13.23;0.91;0;1.1;75.34;2.09;0;2.09;3.12;2.14;85.61
Q24;2021;950000323;950013870;9999;8.77;1.83;252.3;0.26;263.16;30.71;552.91;53.79;431.3;165.36;45.3;50.16;55.09;1384.62;14.9;22.31;37.21;105.84;213.69;2004.52
Q24;2021;950000331;950110049;1000;6.09;1;220.34;;227.43;17.42;40.59;1.66;77.21;76.25;2.02;1.14;10.87;227.16;1.75;0.91;2.66;24.36;208.59;690.2
Q24;2021;950000331;950110049;2000;0.91;;24.48;;25.39;28.42;539.26;53.53;516.73;101.08;65.21;27.31;61.61;1393.15;23.24;21.86;45.1;77.13;93.7;1634.47
Q24;2021;950000331;950110049;2100;;;17.14;;17.14;22.46;388.5;46.91;368.24;56.75;13.45;27.31;14.5;938.12;5.75;8.2;13.95;77.13;87.66;1134
Q24;2021;950000331;950110049;2200;;;7.34;;7.34;4.58;98.57;6.62;53.45;15.96;47.06;;19.57;245.81;12.24;11.84;24.08;;3.02;280.25
Q24;2021;950000331;950110049;2400;;;;;;0.46;40.59;;47.52;1.77;3.36;;26.09;119.79;4.5;1.82;6.32;;;126.11
Q24;2021;950000331;950110049;2500;0.91;;0;;0.91;0.92;11.6;;47.52;26.6;1.34;;1.45;89.43;0.75;0;0.75;;3.02;94.11
Q24;2021;950000331;950110049;9999;7;1;244.82;;252.82;45.84;579.85;55.19;593.94;177.33;67.23;28.45;72.48;1620.31;24.99;22.77;47.76;101.49;302.29;2324.67
Q24;2021;950000349;950015289;1000;;;3.56;;3.56;;;;2.05;0.14;;;;2.19;;;;1;8;14.75
Q24;2021;950000349;950015289;2000;;;2.93;;2.93;1.78;18.98;;22.05;7.84;1;;;51.65;;;;2.77;;57.35
Q24;2021;950000349;950015289;2100;;;2.93;;2.93;1.78;18.98;;22.05;7.84;1;;;51.65;;;;2.77;;57.35
Q24;2021;950000349;950015289;9999;;;6.49;;6.49;1.78;18.98;;24.1;7.98;1;;;53.84;;;;3.77;8;72.1
Q24;2021;950000364;950110080;1000;5.58;1.58;167.85;;175.01;12.25;24.86;3.63;45.93;122.01;1.5;2.54;24.21;236.93;5.43;9.73;15.16;134.78;202.21;764.09
Q24;2021;950000364;950110080;2000;;;194.61;;194.61;34.73;803.81;94.5;464.38;236.84;44.48;70.61;19.8;1769.15;9.65;14.7;24.35;13.33;38.93;2040.37
Q24;2021;950000364;950110080;2100;;;175.82;;175.82;27.51;662.93;93.5;428.65;193.77;15.36;70.61;3.52;1495.85;2.87;;2.87;13.33;36.97;1724.84
Q24;2021;950000364;950110080;2200;;;17.12;;17.12;6.72;124.3;1;10.21;32.3;27.91;;14.08;216.52;6.78;13.85;20.63;;1.96;256.23
Q24;2021;950000364;950110080;2300;;;0.69;;0.69;0.5;8.29;;10.21;3.59;1;;;23.59;;;;;;24.28
Q24;2021;950000364;950110080;2400;;;0.98;;0.98;;8.29;;15.31;7.18;0.21;;2.2;33.19;;0.85;0.85;;;35.02
Q24;2021;950000364;950110080;9999;5.58;1.58;362.46;;369.62;46.98;828.67;98.13;510.31;358.85;45.98;73.15;44.01;2006.08;15.08;24.43;39.51;148.11;241.14;2804.46
Q24;2021;950000398;950140012;1000;1.66;;36.63;;38.29;3.32;7.77;;2.92;0.5;0.06;;0.9;15.47;;;;0.75;62.03;116.54
Q24;2021;950000398;950140012;2000;;;11.11;;11.11;11.29;95;;51.85;15.51;4.33;;3.54;181.52;1.8;3.5;5.3;5.14;4.7;207.77
Q24;2021;950000398;950140012;2100;;;1;;1;1.21;8.04;;0.5;;;;2.63;12.38;;;;4.66;1.67;19.71
Q24;2021;950000398;950140012;2200;;;10.11;;10.11;10.08;86.96;;51.35;15.51;4.33;;0.91;169.14;1.8;3.5;5.3;0.48;3.03;188.06
Q24;2021;950000398;950140012;9999;1.66;;47.74;;49.4;14.61;102.77;;54.77;16.01;4.39;;4.44;196.99;1.8;3.5;5.3;5.89;66.73;324.31
Q24;2021;950000406;950150037;2000;3.25;;12.38;;15.63;1.76;19.01;;31.73;25.93;1;;3.03;82.46;0.68;1.59;2.27;7.11;2.95;110.42
Q24;2021;950000406;950150037;2100;1.25;;5.3;;6.55;0.5;6.4;;10.43;7.9;0.35;;1.01;26.59;;0.6;0.6;2.7;0.98;37.42
Q24;2021;950000406;950150037;2400;1.25;;5.3;;6.55;0.5;6.39;;10.43;7.9;0.35;;1.02;26.59;;0.61;0.61;2.71;0.98;37.44
Q24;2021;950000406;950150037;2500;0.75;;1.78;;2.53;0.76;6.22;;10.87;10.13;0.3;;1;29.28;0.68;0.38;1.06;1.7;0.99;35.56
Q24;2021;950000406;950150037;9999;3.25;;12.38;;15.63;1.76;19.01;;31.73;25.93;1;;3.03;82.46;0.68;1.59;2.27;7.11;2.95;110.42
Q24;2021;950000695;950001370;1000;;;;;;;0.34;;1.32;;;;0.02;1.68;;;;;6.5;8.18
Q24;2021;950000695;950001370;2000;;;1.25;;1.25;1.25;26.74;;44.36;12.12;0.9;;3.53;88.9;1;;1;;3.73;94.88
Q24;2021;950000695;950001370;2400;;;1;;1;1;17.79;;25.19;8.52;0.9;;2.01;55.41;;;;;;56.41
Q24;2021;950000695;950001370;2500;;;0.25;;0.25;0.25;8.95;;19.17;3.6;;;1.52;33.49;1;;1;;3.73;38.47
Q24;2021;950000695;950001370;9999;;;1.25;;1.25;1.25;27.08;;45.68;12.12;0.9;;3.55;90.58;1;;1;;10.23;103.06
Q24;2021;950000703;950500041;1000;;;11.75;;11.75;;1;;3;2;;;;6;;;;;22.62;40.37
Q24;2021;950000703;950500041;2000;;;6.05;;6.05;2.6;34.45;;30.48;15.1;0.53;;7.56;90.72;3.71;1;4.71;3.71;1;106.19
Q24;2021;950000703;950500041;2400;;;6.05;;6.05;2.6;34.45;;30.48;15.1;0.53;;7.56;90.72;3.71;1;4.71;3.71;1;106.19
Q24;2021;950000703;950500041;9999;;;17.8;;17.8;2.6;35.45;;33.48;17.1;0.53;;7.56;96.72;3.71;1;4.71;3.71;23.62;146.56
Q24;2021;950002568;920030269;2000;7.24;;20.66;;27.9;6.09;73.08;;23.97;24.23;8.97;;5.99;142.33;0.31;1;1.31;4.31;46.62;222.47
Q24;2021;950002568;920030269;2200;7.24;;20.66;;27.9;6.09;73.08;;23.97;24.23;8.97;;5.99;142.33;0.31;1;1.31;4.31;46.62;222.47
Q24;2021;950002568;920030269;9999;7.24;;20.66;;27.9;6.09;73.08;;23.97;24.23;8.97;;5.99;142.33;0.31;1;1.31;4.31;46.62;222.47
Q24;2021;950006908;750719270;1000;4.42;;10.46;;14.88;;;;;;;;;;;;;;18.1;32.98
Q24;2021;950006908;750719270;2000;;;1.28;;1.28;0.69;29.43;;8.88;;3.91;;1.01;43.92;8.13;;8.13;;;53.33
Q24;2021;950006908;750719270;2200;;;1.28;;1.28;0.69;29.43;;8.88;;3.91;;1.01;43.92;8.13;;8.13;;;53.33
Q24;2021;950006908;750719270;9999;4.42;;11.74;;16.16;0.69;29.43;;8.88;;3.91;;1.01;43.92;8.13;;8.13;;18.1;86.31
Q24;2021;950016139;950015289;1000;;;;;;;;;;;;;;;;;;1;3;4
Q24;2021;950016139;950015289;2000;;;2.32;;2.32;1;17.31;;39.37;22.02;0.5;;2.35;82.55;1;0.7;1.7;;1.1;87.67
Q24;2021;950016139;950015289;2400;;;1.42;;1.42;1;6.4;;14.57;7.18;0.5;;1.4;31.05;1;0.4;1.4;;0.61;34.48
Q24;2021;950016139;950015289;2500;;;0.9;;0.9;;10.91;;24.8;14.84;;;0.95;51.5;;0.3;0.3;;0.49;53.19
Q24;2021;950016139;950015289;9999;;;2.32;;2.32;1;17.31;;39.37;22.02;0.5;;2.35;82.55;1;0.7;1.7;1;4.1;91.67
Q24;2021;950031237;950809640;1000;3;;13.1;;16.1;;;;;;;;;;;;;;;16.1
Q24;2021;950031237;950809640;2000;;;;;;;;;;;;;;;;;;19.17;1;20.17
Q24;2021;950031237;950809640;2100;;;;;;;;;;;;;;;;;;19.17;1;20.17
Q24;2021;950031237;950809640;9999;3;;13.1;;16.1;;;;;;;;;;;;;19.17;1;36.27
Q24;2021;950032714;950000471;2000;0.1;;15.28;;15.38;2;17.48;0.32;6.75;4.08;;;;30.63;;;;6.31;1.05;53.37
Q24;2021;950032714;950000471;2100;0.1;;15.28;;15.38;2;17.48;0.32;6.75;4.08;;;;30.63;;;;6.31;1.05;53.37
Q24;2021;950032714;950000471;9999;0.1;;15.28;;15.38;2;17.48;0.32;6.75;4.08;;;;30.63;;;;6.31;1.05;53.37
Q24;2021;950150011;950042994;2000;2.3;1;15.28;;18.58;5.19;33.2;;39.38;25.92;1.5;;13.98;119.17;5;2;7;4.91;24.02;173.68
Q24;2021;950150011;950042994;2400;2.3;1;15.28;;18.58;5.19;33.2;;39.38;25.92;1.5;;13.98;119.17;5;2;7;4.91;24.02;173.68
Q24;2021;950150011;950042994;9999;2.3;1;15.28;;18.58;5.19;33.2;;39.38;25.92;1.5;;13.98;119.17;5;2;7;4.91;24.02;173.68
Q24;2021;950150052;750720575;1000;2.6;;17.86;;20.46;2.11;;;;;;;;2.11;;;;;10.51;33.08
Q24;2021;950150052;750720575;2000;;;6.6;;6.6;7.49;70.68;;23.77;12.62;6.98;;25.07;146.61;3.6;3.86;7.46;2.71;;163.38
Q24;2021;950150052;750720575;2200;;;2.69;;2.69;3.55;39.58;;4.52;6.44;3.14;;3.01;60.24;1.19;1.5;2.69;1.82;;67.44
Q24;2021;950150052;750720575;2400;;;3.91;;3.91;3.94;31.1;;19.25;6.18;3.84;;22.06;86.37;2.41;2.36;4.77;0.89;;95.94
Q24;2021;950150052;750720575;9999;2.6;;24.46;;27.06;9.6;70.68;;23.77;12.62;6.98;;25.07;148.72;3.6;3.86;7.46;2.71;10.51;196.46
Q24;2021;950300087;920030269;2000;0.5;;2.15;;2.65;0.32;7.44;;10.57;4.32;0.49;;1.33;24.47;1.08;;1.08;;4.92;33.12
Q24;2021;950300087;920030269;2400;0.5;;2.15;;2.65;0.32;7.44;;10.57;4.32;0.49;;1.33;24.47;1.08;;1.08;;4.92;33.12
Q24;2021;950300087;920030269;9999;0.5;;2.15;;2.65;0.32;7.44;;10.57;4.32;0.49;;1.33;24.47;1.08;;1.08;;4.92;33.12
Q24;2021;950300095;950000455;2000;4.67;;14.89;;19.56;3;52.83;2.3;22.46;9.66;;;0.6;90.85;;;;2;2;114.41
Q24;2021;950300095;950000455;2100;4.67;;14.89;;19.56;3;52.83;2.3;22.46;9.66;;;0.6;90.85;;;;2;2;114.41
Q24;2021;950300095;950000455;9999;4.67;;14.89;;19.56;3;52.83;2.3;22.46;9.66;;;0.6;90.85;;;;2;2;114.41
Q24;2021;950300103;310021183;2000;2.94;0.25;4.83;;8.02;1.5;13.23;;20.88;9.51;1;;2.48;48.6;1.6;1;2.6;0.61;4.99;64.82
Q24;2021;950300103;310021183;2400;2.94;0.25;4.83;;8.02;1.5;13.23;;20.88;9.51;1;;2.48;48.6;1.6;1;2.6;0.61;4.99;64.82
Q24;2021;950300103;310021183;9999;2.94;0.25;4.83;;8.02;1.5;13.23;;20.88;9.51;1;;2.48;48.6;1.6;1;2.6;0.61;4.99;64.82
Q24;2021;950300152;920030269;1000;2.84;;5.12;;7.96;;;;;;;;;;;;;;11.44;19.4
Q24;2021;950300152;920030269;2000;;;;;;2.09;19.94;;30.42;12.2;1.23;;12.86;78.74;;0.5;0.5;;;79.24
Q24;2021;950300152;920030269;2100;;;;;;0.19;1.99;;3.04;1.22;0.12;;;6.56;;0.05;0.05;;;6.61
Q24;2021;950300152;920030269;2400;;;;;;1.9;17.95;;27.38;10.98;1.11;;12.86;72.18;;0.45;0.45;;;72.63
Q24;2021;950300152;920030269;9999;2.84;;5.12;;7.96;2.09;19.94;;30.42;12.2;1.23;;12.86;78.74;;0.5;0.5;;11.44;98.64
Q24;2021;950300194;920030269;2000;2.4;;4.56;;6.96;1.14;17.86;;31.71;14.19;1.48;;6.56;72.94;0.22;1;1.22;0.75;10.49;92.36
Q24;2021;950300194;920030269;2400;2.4;;4.56;;6.96;1.14;17.86;;31.71;14.19;1.48;;6.56;72.94;0.22;1;1.22;0.75;10.49;92.36
Q24;2021;950300194;920030269;9999;2.4;;4.56;;6.96;1.14;17.86;;31.71;14.19;1.48;;6.56;72.94;0.22;1;1.22;0.75;10.49;92.36
Q24;2021;950300202;950000521;1000;4.33;;15;;19.33;;;;;;;;;;;;;;4.62;23.95
Q24;2021;950300202;950000521;2000;;;14.43;;14.43;3.67;48.2;6.92;32.33;14.71;;9.15;;114.98;;;;3.76;;133.17
Q24;2021;950300202;950000521;2100;;;14.43;;14.43;3.67;48.2;6.92;32.33;14.71;;9.15;;114.98;;;;3.76;;133.17
Q24;2021;950300202;950000521;9999;4.33;;29.43;;33.76;3.67;48.2;6.92;32.33;14.71;;9.15;;114.98;;;;3.76;4.62;157.12
Q24;2021;950300244;950045468;2000;3;0.97;40.51;;44.48;5.53;100.84;8.64;51.14;23.04;0.9;;1.02;191.11;1.2;0.86;2.06;23.46;8.81;269.92
Q24;2021;950300244;950045468;2100;3;0.97;40.51;;44.48;5.53;100.84;8.64;51.14;23.04;0.9;;1.02;191.11;1.2;0.86;2.06;23.46;8.81;269.92
Q24;2021;950300244;950045468;9999;3;0.97;40.51;;44.48;5.53;100.84;8.64;51.14;23.04;0.9;;1.02;191.11;1.2;0.86;2.06;23.46;8.81;269.92
Q24;2021;950300277;950000547;1000;9.8;;51.96;;61.76;;;;;18.4;;;;18.4;;;;;18.12;98.28
Q24;2021;950300277;950000547;2000;;1;13.5;;14.5;8.2;106.28;7.67;70.14;24.99;1.5;13.68;;232.46;;1.1;1.1;7.19;1;256.25
Q24;2021;950300277;950000547;2100;;1;12.5;;13.5;7.7;97.26;7.67;60.87;22.99;0.75;13.68;;210.92;;0.7;0.7;6.69;;231.81
Q24;2021;950300277;950000547;2400;;;1;;1;0.5;9.02;;9.27;2;0.75;;;21.54;;0.4;0.4;0.5;1;24.44
Q24;2021;950300277;950000547;9999;9.8;1;65.46;;76.26;8.2;106.28;7.67;70.14;43.39;1.5;13.68;;250.86;;1.1;1.1;7.19;19.12;354.53
Q24;2021;950300301;950000562;1000;2.65;;12.7;;15.35;;;;;;;;;;;;;;3.17;18.52
Q24;2021;950300301;950000562;2000;;1;6.03;;7.03;5.93;40.66;;33.74;;5.38;;12.66;98.37;3.31;0.85;4.16;3;;112.56
Q24;2021;950300301;950000562;2100;;0.12;0.85;;0.97;1;5.81;;3.28;;0.2;;0.8;11.09;;;;0.16;;12.22
Q24;2021;950300301;950000562;2200;;0.21;1;;1.21;1;6.53;;1.96;;4.08;;0.2;13.77;0.2;0.3;0.5;0.91;;16.39
Q24;2021;950300301;950000562;2400;;0.67;4.18;;4.85;3.93;28.32;;28.5;;1.1;;11.66;73.51;3.11;0.55;3.66;1.93;;83.95
Q24;2021;950300301;950000562;9999;2.65;1;18.73;;22.38;5.93;40.66;;33.74;;5.38;;12.66;98.37;3.31;0.85;4.16;3;3.17;131.08
Q24;2021;950300327;920030269;2000;2;;5.17;;7.17;3;16.06;;31.37;14.71;0.5;;21.6;87.24;1;1;2;2;8;106.41
Q24;2021;950300327;920030269;2400;2;;5.17;;7.17;3;16.06;;31.37;14.71;0.5;;21.6;87.24;1;1;2;2;8;106.41
Q24;2021;950300327;920030269;9999;2;;5.17;;7.17;3;16.06;;31.37;14.71;0.5;;21.6;87.24;1;1;2;2;8;106.41
Q24;2021;950300376;920030269;2000;2;;5.2;;7.2;0.53;10.24;;14.94;10.43;0.43;;4.58;41.15;;0.36;0.36;0.44;8.11;57.26
Q24;2021;950300376;920030269;2400;2;;5.2;;7.2;0.53;10.24;;14.94;10.43;0.43;;4.58;41.15;;0.36;0.36;0.44;8.11;57.26
Q24;2021;950300376;920030269;9999;2;;5.2;;7.2;0.53;10.24;;14.94;10.43;0.43;;4.58;41.15;;0.36;0.36;0.44;8.11;57.26
Q24;2021;950310029;950008938;2000;2.2;;3;;5.2;1;15.9;;7;;3.21;;0.74;27.85;;0.6;0.6;;0.1;33.75
Q24;2021;950310029;950008938;2200;2;;2.7;;4.7;0.9;14.5;;7;;2.51;;0.74;25.65;;0.6;0.6;;0.1;31.05
Q24;2021;950310029;950008938;2400;0.2;;0.3;;0.5;0.1;1.4;;;;0.7;;;2.2;;;;;;2.7
Q24;2021;950310029;950008938;9999;2.2;;3;;5.2;1;15.9;;7;;3.21;;0.74;27.85;;0.6;0.6;;0.1;33.75
Q24;2021;950420042;920030269;2000;1.97;;3.93;;5.9;0.74;12.88;;21.15;8.71;0.45;;5.83;49.76;;0.94;0.94;;9.29;65.89
Q24;2021;950420042;920030269;2400;1.97;;3.93;;5.9;0.74;12.88;;21.15;8.71;0.45;;5.83;49.76;;0.94;0.94;;9.29;65.89
Q24;2021;950420042;920030269;9999;1.97;;3.93;;5.9;0.74;12.88;;21.15;8.71;0.45;;5.83;49.76;;0.94;0.94;;9.29;65.89
Q24;2021;950500017;950015289;1000;;;10.32;;10.32;3;2.75;;10.25;12.94;2;;;30.94;;5;5;2;53.65;101.91
Q24;2021;950500017;950015289;2000;;;5.47;;5.47;4.85;35.21;;64.64;17.07;1;;30.72;153.49;2.59;;2.59;6.4;3;170.95
Q24;2021;950500017;950015289;2400;;;5.47;;5.47;4.85;35.21;;64.64;17.07;1;;30.72;153.49;2.59;;2.59;6.4;3;170.95
Q24;2021;950500017;950015289;9999;;;15.79;;15.79;7.85;37.96;;74.89;30.01;3;;30.72;184.43;2.59;5;7.59;8.4;56.65;272.86
Q24;2021;950630012;750721334;2000;2;0.92;23.78;;26.7;7.45;56;4.52;69.27;19.77;2.32;;12.41;171.74;38.41;3;41.41;4.47;12.73;257.05
Q24;2021;950630012;750721334;2400;2;0.92;23.78;;26.7;7.45;56;4.52;69.27;19.77;2.32;;12.41;171.74;38.41;3;41.41;4.47;12.73;257.05
