,Editeur,titres
434,ASSOCIATION DIOCESAINE DE SAINT BRIEUC ET TREGUIER - Paroisse de Loudéac,1
435,ASSOCIATION DIOCESAINE DE SAINT CLAUDE,1
437,ASSOCIATION DIOCESAINE DE SAINT FLOUR - PAROISSE DE MAURIAC,1
438,ASSOCIATION DIOCESAINE DE SAINT- BRIEUC ET TREGUIER,1
439,ASSOCIATION DIOCESAINE DE SAINT- FLOUR,1
441,ASSOCIATION DIOCESAINE DE SAINT-DIE,1
442,ASSOCIATION DIOCESAINE DE SAINT-DIE/ paroisse Sainte Jeanne d'Arc /Saint Elophe,1
444,ASSOCIATION DIOCESAINE DE SENS,1
445,ASSOCIATION DIOCESAINE DE SOISSONS,1
446,ASSOCIATION DIOCESAINE DE TARBES ET LOURDES,1
447,ASSOCIATION DIOCESAINE DE TROYES,1
448,ASSOCIATION DIOCESAINE DE TULLE,1
411,ASSOCIATION DIOCESAINE DE DIJON,1
409,ASSOCIATION DIOCESAINE DE CAMBRAI,1
374,ASSOCIATION DES MEDECINS FRANÇAIS POUR LA PREVENTION DE LA GUERRE NUCLEAIRE,1
390,ASSOCIATION DES PUBLICATIONS DE LA FACULTE DE THEOLOGIE PROTESTANTE,1
375,ASSOCIATION DES MEDECINS ISRAELITES DE FRANCE,1
376,ASSOCIATION DES MEMBRES DE L'ORDRE DES PALMES ACADEMIQUES,1
377,ASSOCIATION DES MUTILES DE GUERRE DES YEUX ET DES OREILLES,1
378,ASSOCIATION DES OBLATS DE LA VIERGE MARIE,1
380,ASSOCIATION DES PAROISSIENS DE LANESTER,1
381,ASSOCIATION DES PELERINS DE LA SALETTE,1
382,ASSOCIATION DES PETITES VILLES DE FRANCE,1
383,ASSOCIATION DES PROFESSEURS D'HISTOIRE ET DE GEOGRAPHIE -  APHG,1
384,ASSOCIATION DES PROFESSEURS DE BIOLOGIE ET GEOLOGIE DE L'ENSEIGNEMENT PUBLIC (APBG),1
385,ASSOCIATION DES PROFESSEURS DE LANGUES VIVANTES DE L'ENSEIGNEMENT PUBLIC (APLV),1
386,ASSOCIATION DES PROFESSEURS DE MATHEMATIQUES DE L'ENSEIGNEMENT PUBLIC (APMEP),1
387,ASSOCIATION DES PROFESSEURS DE PHILOSOPHIE DE L'ENSEIGNEMENT PUBLIC,1
388,ASSOCIATION DES PROFESSIONNELS DE L'INFORMATION ET DE LA DOCUMENTATION - ADBC,1
389,ASSOCIATION DES PRÊTRES DU PRADO,1
391,ASSOCIATION DES RETRAITANTS POUR LES PAROISSES - ARP,1
408,ASSOCIATION DIOCESAINE DE BESANCON,1
392,ASSOCIATION DES RETRAITES D'AIR FRANCE,1
393,ASSOCIATION DES SUPELEC,1
394,ASSOCIATION DES VILLARINS ET AMIS DE LA VALLEE DES VILLARDS,1
395,ASSOCIATION DES VITIAZ,1
396,ASSOCIATION DES VITICULTEURS D'ALSACE,1
397,ASSOCIATION DIOCESAINE,1
398,ASSOCIATION DIOCESAINE - PAROISSES DES BARONNIES,1
399,ASSOCIATION DIOCESAINE D'ALBI,1
400,ASSOCIATION DIOCESAINE D'AMIENS,1
401,ASSOCIATION DIOCESAINE D'ANGERS,1
402,ASSOCIATION DIOCESAINE D'ANGOULEME,1
404,ASSOCIATION DIOCESAINE D'EVREUX,1
405,ASSOCIATION DIOCESAINE DE BAYEUX,1
406,ASSOCIATION DIOCESAINE DE BAYONNE,1
1228,EDITIONS DE BEAUREGARD,1
1229,EDITIONS DE L'ADOUR,1
1230,EDITIONS DE L'AMATEUR DE SAVEURS (EDITION ADS),1
2066,HUMENSIS (MARQUE PUF),1
2073,I.D. AERO,1
2072,HÜTHIG GmbH,1
2071,Heinrich Bauer Verlag KG,1
2070,Hearst Magazines uk,1
2069,"Hearst Communications, Inc",1
2067,HUMENSIS (marque BELIN),1
2064,HUBERT BURDA MEDIA,1
2097,ILISSOS,1
2063,HOWTODO PUBLISHING,1
2062,HOTEL & LODGE,1
2061,HOT CLUB DE France,1
2060,HOSPITALITE JEAN PAUL II - DIOCESE DE NIMES,1
2059,HOSPITALITE DIOCESAINE DE NOTRE-DAME DE LOURDES,1
2058,HORYZON MEDIA,1
2074,IBP DEUTSCHER FACHVERLAG GMBH,1
2075,IBP/DEUTCHER FACHVERLAG GMBH,1
2076,IC  PUBLICATIONS,1
2078,ICEBERG PRESS LTD,1
2079,ICHTUS AU SERVICE DE LA CITE,1
2080,ICONICOM,1
2081,ICONOFOLIO,1
2083,ID MAGAZINE,1
2086,IDEO CLEAN,1
2087,IDM L'INTELLIGENCE DU MONDE,1
2088,"IDM RHÔNE- ALPES, INFORMATION DEVELOPPEMENT MEDIAS RHÔNE ALPES",1
2089,IEV PRESSE,1
2090,IFRAM,1
2091,IFRI - INSTITUT FRANÇAIS DES RELATIONS INTERNATIONALES,1
2092,IHS CGT IDF,1
2093,IHS GLOBAL LIMITED,1
2095,"IHS JANE'S, IHS GLOBAL LTD",1
2057,HORSESHOE MEDIA LIMITED,1
2056,HORS LES MURS,1
2055,HORIZONS METAMEDIA,1
2035,HEMOCHROMATOSE France (AHF),1
2012,HEARST COMMUNICATIONS INC,1
2015,HEARST DESIGN GROUP MARKETING,1
2016,HEARST MAGAZINE - THE NATIONAL MAGAZINE COMPANY Ltd,1
2017,HEARST MAGAZINE ITALIA SRL,1
2018,HEARST MAGAZINE UK,1
2021,HEARST MAGAZINES ITALIA SPA,1
2023,HEBDI,1
2024,HEBDO EDITIONS,1
2025,HEBDOMADAIRES CATHOLIQUES REGIONAUX,1
2027,HEINRICH BAUER GMBH,1
2028,HEINRICH BAUER VERLA KG,1
2029,HEINRICH BAUER VERLAG,1
2032,HELICO-SKYHELI AG,1
2034,HELLO! LTD,1
2036,HENNESSEN ET CIE,1
2054,HORIZONS,1
2038,HERO &CO,1
2039,HEXAGONE LE MAG,1
2040,HIGH SPEED PRODUCTIONS,1
2041,HIGHCOM,1
2042,HIGHWAY PRODUCTION LTD,1
2043,HIMA NEWS,1
2044,HISTOIRE & COLLECTIONS,1
2046,HISTOIRE ET MEMOIRE,1
2048,HMC ITALIA SRL,1
2049,HOLA,1
2050,HOLA SL,1
2051,HOLDINGS INC PUBLISHED DAILY BY NYP,1
2052,HOLE AND CORNER LTD,1
2053,HOR YEZH,1
2096,"IHS JANE'S, IHS Global Limited",1
2098,IM'MEDIA,1
1231,EDITIONS DE L'ECLUSE,1
2145,INF'AGRI 49,1
2154,INFORMA,1
2150,INFLUENCIA,1
2149,INFINITUDE,1
2148,"INF'AGRI 85, AGRI 85, VENDEE AGRICOLE, RACINES",1
2147,INF'AGRI 85,1
2146,INF'AGRI 72,1
2144,INF'AGRI 44 LOIRE ATLANTIQUE AGRICOLE,1
2099,IMAGE MEDIA,1
2143,INF'AGRI 19,1
2142,INDIGO PUBLICATIONS,1
2141,INDIE MAGAZINE  / plastic media,1
2140,INDICATOR,1
2139,INDEPENDENT PRINT LIMITED,1
2138,INDECOSA CGT (ASSOCIATION POUR L'INFORMATION ET LA DEFENSE DES CONSOMMATEURS SALARIES),1
2155,INFORMA PLC,1
2156,INFORMA UK,1
2157,INFORMATEUR JUDICIAIRE,1
2158,INFORMATION DENTAIRE,1
2159,INFORMATION DOCUMENTATION PRESSE  IDP,1
2160,INFORMATION OUVRIERES,1
2161,INFORMATION TODAY LTD,1
2163,INNOV ET CREA,1
2166,INREES,1
2167,INSTITUT CATHOLIQUE DE TOULOUSE,1
2168,INSTITUT CGT D'HISTOIRE SOCIALE,1
2169,INSTITUT CGT DU VAR D'HISTOIRE SOCIALE,1
2171,INSTITUT COOPERATIF NORD DE L'ECOLE MODERNE ( ICNEM ),1
2172,INSTITUT CURIE,1
2173,INSTITUT D'ETUDES OCCITANES DE HAUTE GARONNE (IEO 31),1
2174,INSTITUT D'HISTOIRE SOCIALE DE LA FEDERATION NATIONALE DES SALARIES DU SECTEUR DES ACTIVITES POSTALES ET DE TELECOMMUNICATIONS CGT,1
2175,INSTITUT DE DROIT DE LA CONCURRENCE,1
2137,IN VERLAG GMBH & CO . KG,1
2136,IN EXTENSO,1
2135,IMPROJAZZ,1
2117,IMPRIMERIE DU SUD,1
2100,IMAGINE PUBLISHING LTD,1
2101,IMAREST,1
2102,IMMEDIATE MEDIA,1
2103,IMMEDIATE MEDIA COMPAGNY,1
2104,IMMEDIATE MEDIA COMPAGNY LIMITED,1
2105,IMMEDIATE MEDIA COMPAGNY LONDON LIMITED,1
2107,IMMEDIATE MEDIA Co Ltd,1
2108,IMMOBILIER COMMERCE FRANCHISE - ICF,1
2110,IMPRIMERIE BELLILOISE,1
2111,IMPRIMERIE BRISSON,1
2112,IMPRIMERIE COOPERATIVE DU SUD-OUEST,1
2113,IMPRIMERIE DU CRESTOIS,1
2114,IMPRIMERIE DU LIMOUXIN,1
2116,IMPRIMERIE DU SARLADAIS,1
2118,IMPRIMERIE DUCRET,1
2134,IMPRIMERIES REUNIES,1
2119,IMPRIMERIE FLEURENT,1
2120,IMPRIMERIE GASPARD-ROYER,1
2121,IMPRIMERIE GENERALE,1
2122,IMPRIMERIE GOLAIN,1
2123,IMPRIMERIE GRAVE,1
2124,IMPRIMERIE LE MAIRE,1
2125,IMPRIMERIE LE MESSAGER,1
2126,IMPRIMERIE LE REVEIL REPUBLICAIN,1
2127,IMPRIMERIE MODERNE AUXERROISE,1
2128,IMPRIMERIE MOULIA FRERES,1
2130,IMPRIMERIE PÉRÉ,1
2131,IMPRIMERIE RUGE JOURNAL DES MENAGERES,1
2132,IMPRIMERIE SOTTY,1
2133,IMPRIMERIE VANIN,1
2010,HEALTH AND BEAUTY EDITIONS FRANCE,1
2008,HCR,1
2007,HC EDITIONS,1
1890,G+J/KLAMBT STYLE VERLAG GMBH & CO,1
1897,GEEKS - LINE,1
1895,GD EDITIONS,1
1894,GARD ECO,1
1893,GANNETT CO.INC,1
1892,GAME PROD,1
1891,G. M . EDITIONS,1
1889,G+J EMOTION VERLAG,1
2006,HB PUBLICATIONS,1
1888,Fédération nationale des salariés du secteur des activités postales et de télécommunications CGT,1
1887,FÔRET MEDITERRANÉENNE,1
1886,FÉDÉRATION SYNDICALE UNITAIRE (FSU) DE LA DRÔME,1
1885,FÉDÉRATION SYNDICALE UNITAIRE (FSU) 69,1
1884,FÉDÉRATION NATIONALE DES ASSOCIATIONS DES CENTRES DE PRÉPARATION AU MARIAGE  ( C.P. M.),1
1883,FÉDÉRATION GÉNÉRALE AUTONOME DES FONCTIONNAIRES FGAF,1
1898,GEFI,1
1899,GEMINI  EDITION,1
1900,GENEALOGIE ALGERIE MAROC TUNISIE (GAMT),1
1901,GENEALOGIE EN CORREZE,1
1902,GENEALOGIQUE DU PAS DE CALAIS,1
1903,GENERATIONS MOUVEMENT - FEDERATION DEPARTEMENTALE DE L'EURE,1
1904,GENET PATRICK HERVE RENAUD,1
1905,GERIAMED,1
1906,GESTION SOCIALE PUBLICATIONS,1
1907,GESTIONS HOSPITALIERES,1
1908,GET UP EDITIONS,1
1910,GIRAFE ÉDITIONS,1
1911,GLENAT EDITIONS,1
1912,GLN MEDIAS,1
1913,GLOBAL MEDIA,1
1914,GLOBAL MEDIA ASSOCIATES,1
1918,GLOBAL TRADE MEDIA LTD,1
1882,FÉDÉRATION FRANÇAISE DES USAGERS DE LA BICYCLETTE (FUB),1
1881,FÉDÉRATION DES SOCIÉTÉS INTELLECTUELLES DU TARN,1
1880,FÉDÉRATION DE L'OISE DU PARTI COMMUNISTE FRANÇAIS,1
1862,FSU 84,1
1848,FSU 11,1
1849,FSU 14,1
1850,FSU 19,1
1851,FSU 25,1
1852,FSU 27,1
1853,FSU 28,1
1854,FSU 33,1
1855,FSU 37,1
1856,FSU 38,1
1857,FSU 40,1
1858,FSU 44,1
1859,FSU 46,1
1860,FSU 78,1
1861,FSU 79,1
1863,FSU 92,1
1879,FÉDÉRATION DE HAUTE-SAVOIE DU PCF,1
1864,FSU DES ALPES DE HAUTE PROVENCE,1
1865,FSU LOIRET,1
1866,FSU OISE,1
1867,FSU SECTION DEPARTEMENTALE DU JURA,1
1868,FSU de la Creuse,1
1869,FSU du Cher,1
1870,FTM - CGT,1
1871,FUNKE,1
1872,FUNKE WOMEN GROUP GMBH & CO KG,1
1873,FUTURE PUBLISHING LIMITED,1
1875,FUTURE PUBLISHING LTD BEAUFORD COURT,1
1876,FUTURE US. INC,1
1877,FUTURIBLES,1
1878,FÉDÉRATION CFTC DES POSTES ET DES TÉLÉCOMMUNICATIONS,1
1919,GLOBUS,1
1920,GLUIRAS ACCUEIL,1
1921,GMBH & CO KG SOLARPRAXIS AG,1
1989,HAMODIA FRANCE,1
1972,GROUPEMENT DES PENSIONNES CGT FORCE OUVRIERE DE L'ELECTRICITE ET DU GAZ MIDI-PYRENEES,1
1973,GROUPEMENT PHILATELIQUE NATIONAL DU PERSONNEL DES INDUSTRIES ELECTRIQUE ET GAZIERE,1
1974,GROUPEMENT TRANSFRONTALIER EUROPEEN,1
1976,GRUPPO EDITORIALE D'EXPRESSO S.P.A.,1
1977,GRUPPO EDITORIALE L'ESPRESSO SPA,1
1978,GRÜNER + JAHR AG & CO KG DRUCK,1
1979,GT EDITIONS,1
1980,GUADELOUPE PLUS,1
1982,GUARDIAN NEWS AND MEDIA LTD,1
1983,H+ MEDIA GROUP,1
1984,H.C.R.,1
1986,HACHETTE FILIPPACCHI ASSOCIES,1
1987,HAERST COMMUNICATIONS INC,1
1988,HAMARNILS,1
1990,HANDICAP INTERNATIONAL,1
1970,GROUPEMENT DE RECHERCHE POUR UNE AGRICULTURE PAYSANNE ECONOME ET AUTONOME ( GRAPEA ),1
1991,HANS FONK PUBLICATIONS,1
1992,HARMONIE MUTUELLES,1
1993,HARPER'S MAGAZINE FOUNDATION,1
1994,HARRIS PUBLICATIONS,1
1995,HARRIS PUBLICATIONS INC,1
1996,HARVARD BUSINESS REVIEW,1
1997,HARVARD BUSINESS REVIEW ON POINT,1
1998,HAUT ANJOU,1
1999,HAUTE PROVENCE INFO,1
2000,HAVERSHAM PUBLISHING LTD,1
2001,HAYMARKET  MEDIA,1
2002,HAYMARKET CONSUMER MEDIA,1
2003,HAYMARKET MEDIA,1
2005,HB MEDIA GMBH,1
1971,GROUPEMENT DE SCIENTIFIQUES POUR L'INFORMATION SUR L'ENERGIE NUCLEAIRE (GSIEN),1
1969,GROUPEMENT DE L'UNION NATIONALE DE L'APICULTURE FRANÇAISE (UNAF),1
1922,GMC PUBLICATIONS LTD,1
1940,GROUPE D'ILE DE FRANCE DE MYTHOLOGIE FRANCAISE,1
1923,GO MULTIMEDIA,1
1926,GONG VERLAG GMBH & CO,1
1927,GONZAI MEDIA,1
1928,GOOD HOUSEKEEPING HEARST MAGAZINES HOUSE,1
1929,GRAND PALAIS COMMUNICATION,1
1930,GRAND PRIX SPECIAL,1
1931,GRANDE LOGE DE FRANCE,1
1932,GRANDIR AUTREMENT,1
1933,GREENPEACE FRANCE,1
1934,GRELH ROEGAS,1
1936,GROUPE CONCOURSMANIA,1
1937,GROUPE D'ETUDE ET DE DIFFUSION DES IMPLANTS METALLIQUES: GEDIM,1
1938,GROUPE D'ETUDES DE PSYCHOLOGIE DE PARIS,1
1939,GROUPE D'ETUDES ET DE RECHERCHES SOCIALES ET ECONOMIQUES (G.E.R.S.E.),1
1941,GROUPE D'INFORMATION ET DE SOUTIEN DES IMMIGRES (GISTI),1
1968,GROUPE VOCATION SERVICE PUBLIC,1
1943,GROUPE DE RECHERCHES ARCHEOLOGIQUES ET HISTORIQUES DE SOLOGNE,1
1944,GROUPE FRANCAIS DE GEOMORPHOLOGIE ( GFG ),1
1946,GROUPE FRANCE MUTUELLE,1
1947,GROUPE FRANÇAIS D'ÉDUCATION NOUVELLE,1
1948,GROUPE France AGRICOLE,1
1951,GROUPE INDUSTRIE SERVICES INFO  ( GISI ),1
1952,GROUPE J.A.C,1
1953,GROUPE JAC,1
1954,GROUPE L'EXPRESS,1
1956,GROUPE LANGUEDOC MUTUALITE,1
1958,GROUPE PREVENTIQUE,1
1961,GROUPE RC,1
1964,GROUPE SLR EDITIONS ET DESIGN,1
1967,GROUPE TOUT LYON,1
2176,INSTITUT DE LA DECENTRALISATION,1
2177,INSTITUT DE LA MAISON DE BOURBON,1
2178,"INSTITUT DE RECHERCHES HISTORIQUES, ECONOMIQUES ET SOCIALES",1
2390,LA FRANC-COMTOISE DE PRESSE ET D'EDITION,1
2397,LA LECHE LEAGUE France,1
2395,LA GAZETTE ECONOMIQUE DE L'HERAULT,1
2394,LA GAZETTE DES PONTONS,1
2393,LA GAZETTE DE LA MANCHE,1
2392,LA FRANCE MUTUALISTE  France,1
2391,LA FRANCE GENEALOGIQUE,1
2389,LA DOUBLE BESOGNE,1
2336,L'ECHO DE LA TIMBROLOGIE,1
2388,LA DISCORDANCE DES TEMPS,1
2387,LA DEPECHE VETERINAIRE,1
2386,LA DEPECHE DE TAHITI,1
2385,LA DEPECHE D'AUVERGNE,1
2384,LA DEMEURE HISTORIQUE,1
2383,LA CROIX-ROUGE FRANCAISE,1
2398,LA LETTRE DU FINANCIER TERRITORIAL,1
2399,LA LETTRE DU MUSICIEN,1
2400,LA MAISON DES INGENIEURS ETP,1
2401,LA MAISON DES POSSIBLES,1
2402,LA MAISON DU YOGA DE BRETAGNE,1
2404,LA MANCHE LIBRE,1
2405,LA MEE SOCIALISTE,1
2407,LA MOSELLE AGRICOLE,1
2408,LA MUTUELLE VERTE,1
2409,LA NOUVELLE PRESSE CATHOLIQUE DE LA HAUTE LOIRE,1
2410,LA NOUVELLE REPUBLIQUE DES PYRENEES,1
2411,LA NOUVELLE REPUBLIQUE DU CENTRE OUEST,1
2412,LA POMME DE TERRE FRANÇAISE,1
2413,LA POULE QUI POND,1
2414,LA PRESSE IMMOBILIERE,1
2415,LA PRESSE JUDICIAIRE DE L'ILE DE FRANCE,1
2416,LA PREVENTION ROUTIERE,1
2382,LA CROIX DE LA HAUTE-MARNE,1
2381,LA COOPERATION FEMININE,1
2380,LA CONTRE REFORME CATHOLIQUE AU XXÈME SIECLE,1
2359,L'INFORMATION DENTAIRE (ID),1
2338,L'ECHO DU BERRY,1
2339,L'ECHO DU LANGUEDOC,1
2340,L'ECHO EDITION,1
2341,L'ECO AUSTRAL,1
2342,L'ECOLE - L'ECOLE DES LOISIRS,1
2343,L'ECRIT SANTE GLOBULES,1
2345,L'EPAULETTE,1
2346,L'EPERON,1
1,""" LES TOULOUSAINS DE TOULOUSE """,1
2350,"L'ESSOR, ASSOCIATION DES ANCIENS DU COURS COMPLEMENTAIRE DE SCHIRMECK",1
2352,L'ETUDIANT,1
2354,L'EVENEMENT BOIS,1
2355,L'IMPRIMERIE DU PONEY,1
2357,L'INDEPENDANT DU PAS DE CALAIS,1
2360,L'INFORMATION GARDOISE,1
2377,LA CHARENTE LIBRE,1
2362,L'OEUVRE DES CAMPAGNES,1
2363,L'OFFICIEL,1
2364,L'OFFICIEL DES GALERIES & MUSEES,1
2365,L'OFFICIEL ITALIA SRL,1
2366,L'OISE AGRICOLE,1
2367,L'ORNE CULTUREL,1
2368,L'UNION DE SAVOIE DES DELEGUES DEPARTEMENTAUX DE L'EDUCATION NATIONALE,1
2369,L'UNION DEPARTEMENTALE DES SYNDICATS CFDT DU JURA,1
2370,L'YONNE REPUBLICAINE,1
2371,L'ÉPERON,1
2372,L.E.C.M.A ( LIGUE EUROPÉENNE CONTRE LA MALADIE D'ALZHEIMER ),1
2373,L.E.N. MEDICAL,1
2374,L2A EDITIONS,1
2375,LA BONNE NOUVELLE,1
2417,LA PROPRIETE PRIVEE RURALE,1
2418,LA PROVENCE,1
2419,LA RENAISSANCE,1
2479,LE JOURNAL DE LA HAUTE-MARNE,1
2463,LE CHOU BRAVE,1
2464,LE COMMERCE DU BOIS,1
2465,LE COURRIER DE LA MAYENNE,1
2466,LE COURRIER DU PAYS BASQUE,1
2468,LE COURRIER PICARD,1
2469,LE CRI DU CONTRIBUABLE,1
2470,LE CRIEUR DE LA VILLENEUVE,1
2472,LE DEBITANT DE TABAC,1
2473,LE FENNEC,1
2474,LE FESTIN,1
2475,LE FOUILLEUR,1
2476,LE FURET,1
2477,LE JARDINIER SARTHOIS,1
2478,LE JOURNAL DE LA COTIERE,1
2480,LE JOURNAL DE LA MONTAGNE NOIRE,1
2461,LE CERCLE EDITIONS,1
2481,LE JOURNAL DU PALAIS,1
2482,LE JOURNAL GUETALI,1
2484,LE LOSANGE,1
2485,LE LOT EN ACTION,1
2486,LE MAINE LIBRE,1
2487,LE MATRICULE DES ANGES,1
2489,LE MEMORIAL,1
2490,LE MISSIONNAIRE DE SAINT JOSEPH,1
2492,LE NEEL CONSEIL,1
2493,LE NOUVEAU MAGAZINE PENSEES ET LITTERAIRE,1
2494,LE NOUVEL ATHANOR,1
2495,LE NOUVEL OBSERVATEUR DU MONDE,1
2496,LE NOUVEL OLIVIER,1
2497,LE NOUVEL OUEST,1
2462,LE CHEVAL,1
2460,LE CERCLE DES CAHIERS DU MOUVEMENT OUVRIER,1
2420,LA RENAISSANCE DU LOIR ET CHER,1
2438,LA VIE EN ROCK,1
2421,LA RENAISSANCE LOCHOISE,1
2423,LA RESTAURATION NATIONALE,1
2425,LA SAINT CYRIENNE,1
2426,LA SALLE LIENS INTERNATIONAL,1
2427,LA SOCIETE DES ACTUAIRES,1
2428,LA TARENTAISE HEBDO,1
2429,LA TENGO,1
2430,LA TENGO EDITIONS,1
2432,LA TRIBUNE DES TRAVAILLEURS,1
2433,LA TRIBUNE NOUVELLE,1
2434,LA TROUSSE CORRÉZIENNE,1
2435,LA TUTELAIRE,1
2436,LA VIE BATELIERE,1
2437,LA VIE COMMUNALE ET DEPARTEMENTALE,1
2439,LA VIE NOUVELLE,1
2459,LE BON MESSAGER,1
2440,LA VIE SYNDICALE - GIRONDE,1
2443,LAHALLE EDITION,1
2444,LAHALLE EDITIONS,1
2445,LAHALLE EDITIONS - chez Ferret,1
2446,LAISSEZ-LES-VIVRE - SOS FUTURES MERES,1
2447,LAMARCHE INTERNATIONAL DISTRIBUTION ET SERVICES (LIDS),1
2448,LANDWIRTSCHAFTSVERLAG GmbH,1
2449,LANGUE ET CULTURES FRANCAISES ET FRANCOPHONES,1
2450,LANGUEDOC CLUB SERVICES,1
2452,LDM LE DEPANNEUR MAGAZINE,1
2453,LE  CHANTIER,1
2454,LE 15 DU MOIS,1
2455,LE BERGER D'ISRAEL,1
2458,LE BOIS NATIONAL L'OFFICIEL DU BOIS,1
2337,L'ECHO DES VOSGES,1
2335,L'ECHO DE BROU,1
2179,INSTITUT DE SOUDURE,1
2225,JAPON INFORMATION,1
2233,JCF RIVES DE LOIRE,1
2231,JAZZ ET CIE,1
2230,JAZZ CLUB FRANCE,1
2229,JARDINOT,1
2228,JARDIN PRESS SL,1
2227,JARDI MEDIA,1
2224,JAHRESZEITEN VERLAGGBMH,1
2334,L'AVIS DES BULLES,1
2223,JAHRESZEITEN VERLAG GMBH,1
2222,JAHR TOP VERLAG GMBH & CO. KG,1
2221,JADC MEDIA FRANCE,1
2220,JACQUES LEBLANC EDITIONS,1
2219,JACK IS ON THE ROAD,1
2218,J. WECK GmbH u.Co KG VERLAG,1
2234,JDL PRESSE,1
2235,JERICHO ENTRAIDE,1
2236,JEUN'AVENIR PUBLICATIONS,1
2237,JEUNE MARINE,1
2238,JEUNES AGRICULTEURS,1
2239,JEUNESSE ET DROIT - JOURNAL DU DROIT DES JEUNES,1
2241,JLD MEDIA,1
2242,JLJ PRESSE,1
2243,JM EDITIONS,1
2244,JMG EDITIONS,1
2245,JMJ EDITIONS,1
2249,JOHN LIBBEY EUROTEXT PLC,1
2251,JOHN WILEY AND SONS LTD,1
2252,JOHNSON PUBLISHING COMPANY INC,1
2253,JOHNSONS INTERNATIONAL NEWS ITALIA,1
2254,JOHNSONS INTERNATIONAL NEWS ITALIA S.p.A.,1
2255,JOLY & FILS - EDITIONS CUJAS,1
2217,J 2 P EDITIONS,1
2216,Immediate Media Company Limited,1
2215,IT PROCOM,1
2194,INTERMINES,1
2180,INSTITUT DU MONDE ARABE,1
2181,"INSTITUT EUROPEEN DE RECHERCHES, ETUDES ET FORMATION (IEREF)",1
2182,INSTITUT FRANÇAIS DE L'INTELLIGENCE ECONOMIQUE (IFIE-MEDIAPRESS),1
2183,INSTITUT FÜR INTERNATIONALE ARCHITEKTUR DOKUMENTATION GMBH & CO. KG,1
2184,INSTITUT NATIONAL D'ETUDE DU TRAVAIL ET D'ORIENTATION PROFESSIONNELLE,1
2185,INSTITUT NATIONAL D'ETUDES DEMOGRAPHIQUES- INED,1
2186,INSTITUT NATIONAL DE LA CONSOMMATION  ( INC ),1
2187,INSTITUT PASTEUR,1
2188,INSTITUT POUR LE DEVELOPPEMENT FORESTIER,1
2189,INSTITUT REGIONAL CGT D'HISTOIRE SOCIALE MIDI PYRENEES,1
2190,INSTITUT SAINT THOMAS D'AQUIN,1
2191,INTERIALE MUTUELLE,1
2192,INTERIOR DESIGN MEDIA,1
2193,INTERMEDIA,1
2195,INTERNATIONAL HIP-HOP COPORATION  ( IHHC ),1
2214,IT MEDIA,1
2196,INTERNAZIONALE S.P.A,1
2197,INTERNET PRESSE INFOS,1
2198,INTERVIEW PH GMBH,1
2199,INTRAFISH 11th FLOOR NEXUS PLACE,1
2201,IPARLA BAIGURA KOMUNIKAZIOA,1
2203,IPC INSPIRE LTD,1
2206,IPC RESIDENCE PALACE,1
2207,IPS DATENSERVICE GMBH,1
2208,IRRIGAZETTE,1
2209,ISAC EDITIONS,1
2210,ISIK YAYINLAR TICARET,1
2211,ISIK YAYINLARI,1
2212,ISTINA,1
2213,IT FOR BUSINESS,1
2256,JOSSE & PRACHE,1
2257,JOURNAL CLARTE,1
2258,JOURNAL DE L'ILE DE LA REUNION - JIR,1
2316,L'AFFRANCHI,1
2301,KLAMBT-VERLAG GMBH & CO.KG,1
2302,KLAMBT-VERLAG GMBH & Co,1
2303,KNOW WARE,1
2305,KP PRESSE,1
2306,KUNAN PRODUCTION,1
2307,KYRNOS PUBLICATIONS,1
2308,Klambt-Verlag GmbH & Co. KG,1
2309,L INCORRECT,1
2310,L' AGE DE FAIRE LE JOURNAL,1
2311,L' AMITIE FRANCO-TCHECOSLOVAQUE,1
2312,L'ABEILLE,1
2313,L'ABEILLE DE LA TERNOISE COMMUNICATION,1
2314,L'ABEILLE PERIGORDINE,1
2315,L'ACTEUR RURAL,1
2317,L'AGRI,1
2299,KLAMBT- VERLAG GMBH & Co. KG,1
2318,L'AGULHADA,1
2319,L'AIDE AUX JEUNES DIABETIQUES,1
2320,L'AISNE NOUVELLE,1
2322,L'AMI DU 20ÈME,1
2324,L'AMICALE ZIBELINE,1
2325,L'AMITIE CHARLES PEGUY,1
2326,L'ANGE GARDIEN,1
2327,L'ANNONCEUR LEGAL D'AUVERGNE ET DU CENTRE,1
2328,L'ARAIRE,1
2329,L'ASSOCIATION,1
2330,L'ATELIER MEDIATIQUE,1
2331,L'AUTOMOBILE CLUB ASSOCIATION (ACA),1
2332,L'AUTRE CUISINE,1
2333,L'AVANT-SCENE THEÂTRE,1
2300,KLAMBT-VERLAG GMBH & CO,1
2298,"KLAMBT- VERLAG GMBH & CO. KG,",1
2259,JOURNAL DES COMBATTANTS,1
2277,KANISTER PUBLICATIONS,1
2260,JOURNAL DES COMMUNAUTÉS,1
2261,JOURNAL DES PIEGEURS,1
2262,JOURNAL DU CENTRE,1
2263,JOURNAL DU DIOIS ET DE LA DROME,1
2264,JOURNAL PETIT PONT,1
2265,JOURNALISTES SANS FRONTIERES,1
2267,JP EDITIONS,1
2268,JPW MEDIAS,1
2269,JUBILUS VOIX NOUVELLES EDITIONS,1
2271,K EDITIONS,1
2272,K MEDIAS,1
2273,K! WORLD,1
