,Editeur,titres
2275,KALMBACH PUBLISHING CO.,1
2276,KANCERKLINIKO,1
2278,KAYAK SESSION PUBLISHING,1
2296,KLAMBT VERLAG GMBH & CIE,1
2279,KEEP DIGGIN,1
2282,KELSEY MEDIA,1
2283,KELSEY PUBLISHING LTD,1
2284,KELSEY PUBLISMING LTD,1
2285,KEPHREN PUBLISHING,1
2286,KEPHREN Publishing,1
2287,KEREN ISRAEL,1
2288,KEREN KAYEMETH LEISRAEL (FONDS PERMANENT POUR ISRAËL),1
2290,KEY PUBLISHING Ltd,1
2291,KICKMYGEEK,1
2292,KIM KINDERMEDIEN VERLAG,1
2293,KLAMB VERLAG GMBH & CIE,1
2294,KLAMBT GMBH,1
2295,KLAMBT PROGRAMMZEITSCHRIFTEN GMBH,1
1847,FSU 09,1
1846,FSU 07,1
1845,FSU 06,1
1470,F-D-F EDITIONS,1
1476,F.R.S.M. 59/62 DIFFUSION,1
1475,F.N.E.P.E. SERVICES,1
1474,F.N.A.U.T.,1
1473,F.N.A.S.O.R,1
1472,F.F.C.T.,1
1471,F.D. CONSEIL,1
1469,F&L SPECIAL PUBLICATIONS BV,1
1419,ESPACE SOCIAL EUROPEEN,1
1468,Erdal Safak ASV Vertrieb B service,1
1466,Efinancialnews limited,1
1465,Editions du Cerny,1
1463,EZANVILLE MEDIA,1
1461,EXPRESSIONS PHARMA,1
1460,EXPRESSION SANTE,1
1477,F.S.U. 49,1
1478,F.S.U. CÔTE-D'OR,1
1479,FA MEDIA GUADELOUPE,1
1480,FA MEDIA GUYANE,1
1481,FA MEDIA MARTINIQUE,1
1482,FABRIQUE DE JARDIN,1
1483,FACTORY ELEVEN,1
1484,FACULTE DE THEOLOGIE CATHOLIQUE,1
1485,FADAAT MEDIA LTD,1
1486,FAKIR,1
1487,FAMILLES RURALES - FEDERATION NATIONALE,1
1488,FAMMAC,1
1489,FAST COMPANY,1
1490,FATALITAS EDITIONS,1
1491,FB MEDIA CONCEPT,1
1492,FEC -  FOYER DE L'ETUDIANT CATHOLIQUE,1
1493,FEDERATION ARDECHOISE ET DROMOISE DE LIBRE PENSÉE,1
1459,EXPRESSION MEDIA,1
1458,EXPERT COMPTABLES SERVICES,1
1457,EXPERIENCES,1
1439,EUROPE INFORMATION SERVICE (EIS),1
1421,ESPOIR RURAL,1
1423,ESSEC PUBLICATIONS,1
1424,ESSENCE COMMUNICATIONS INC,1
1426,ESTYLE,1
1428,ETAPES EDITIONS,1
1429,ETOILE NOTRE DAME,1
1430,EUPTOUYOU,1
1431,EURO SERVICE INTERNET,1
1433,EUROP MAG,1
1434,EUROP-MAG,1
1435,EUROPA - SCOUTS,1
1436,EUROPE ECOLOGIE LES VERTS DE FRANCHE-COMTE,1
1437,EUROPE ECOLOGIE LES VERTS DE L' ISERE,1
1438,EUROPE ECOLOGIE LES VERTS DES PAYS DE LA LOIRE,1
1440,EUROPE NORD MEDIAS,1
1455,EVYPRESSE,1
1441,EUROPEAN DECISION MAKER PUBLICATIONS,1
1442,EUROPEAN DECISION MAKER PUBLICATIONS (EDM PUBLICATIONS),1
1443,EUROPEAN MAGAZINES GROUP,1
1444,EUROPEAN MAGAZINES LIMITED,1
1445,EUROPEAN VOICE,1
1446,EUROPEENNE CONTRE LES LEUCODYSTROPHIES (ELA FRANCE),1
1447,EUROPEYE SRL,1
1448,EUROPRESSE DEVELOPPEMENT,1
1449,"EUSKAL EDITOREA, S.L.  REPRÉSENTÉ PAR EUSKAL KOMUNIKABIDEAK",1
1450,EUSKAL KOMUNIKABIDEAK,1
1451,EUZKO ALDERDI JELTZALEA/PARTI NATIONALISTE BASQUE- ORGANISATION REGIONALE D'IPARRALDE,1
1452,EVARN LTD,1
1453,EVEN'DIA,1
1454,EVENTIZ MEDIA GROUP,1
1494,FEDERATION AUTONOME DE LA FONCTION PUBLIQUE TERRITORIALE ET DES ETABLISSEMENT PUBLICS FAFPT,1
1495,FEDERATION AUTONOME GENERALE DE L'INDUSTRIE HÔTELIERE TOURISTIQUE (FAGIHT),1
1496,FEDERATION BRETONNE LEGITIMISTE (FBL),1
1546,"FEDERATION DEPARTEMENTALE DU MOUVEMENT ""CHRETIENS DANS LE MONDE RURAL"" DU DEPARTEMENT DE MAINE ET LOIRE",1
1532,FEDERATION DEPARTEMENTALE DES CHASSEURS DE SEINE ET MARNE,1
1533,FEDERATION DEPARTEMENTALE DES CHASSEURS DES ALPES DE HAUTE PROVENCE,1
1534,FEDERATION DEPARTEMENTALE DES CHASSEURS DES ARDENNES,1
1535,FEDERATION DEPARTEMENTALE DES CHASSEURS DU CANTAL,1
1536,FEDERATION DEPARTEMENTALE DES CHASSEURS DU FINISTERE,1
1537,FEDERATION DEPARTEMENTALE DES CHASSEURS DU GARD,1
1538,FEDERATION DEPARTEMENTALE DES CHASSEURS DU NORD,1
1539,FEDERATION DEPARTEMENTALE DES CHASSEURS DU PAS DE CALAIS,1
1540,FEDERATION DEPARTEMENTALE DES CHASSEURS DU TARN,1
1541,FEDERATION DEPARTEMENTALE DES CHASSEURS DU VAUCLUSE,1
1542,FEDERATION DEPARTEMENTALE DES GROUPES DE LIBRES PENSEURS DES BOUCHES DU RHÔNE,1
1543,FEDERATION DEPARTEMENTALE DES LIBRES PENSEURS DE VAUCLUSE,1
1544,FEDERATION DEPARTEMENTALE DES PYRENEES-ATLANTIQUES DU PARTI SOCIALISTE,1
1545,FEDERATION DEPARTEMENTALE DES SOCIETES DE LIBRE PENSEE DU CANTAL,1
1547,FEDERATION DEPARTEMENTALE DU MOUVEMENT CHRETIENS DANS LE MONDE RURAL,1
1530,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA SEINE-MARITIME,1
1548,FEDERATION DEPARTEMENTALE DU MOUVEMENT CHRETIENS DANS LE MONDE RURAL DU DEPARTEMENT D'ILLE ET VILAINE (CMR 35),1
1549,FEDERATION DES AMIS DES CHEMINS DE FER SECONDAIRES (FACS),1
1550,FEDERATION DES AMPUTES DE GUERRE DE FRANCE,1
1551,FEDERATION DES ANCIENS COMBATTANTS D'OUTRE-MER,1
1552,FEDERATION DES ANCIENS COMBATTANTS DE LA HAUTE-SAÔNE,1
1553,FEDERATION DES ARTISANS DU PAS-DE-CALAIS,1
1554,FEDERATION DES ASSOCIATIONS LAIQUES DU PUY-DE-DOME,1
1555,FEDERATION DES AVEUGLES & HANDICAPES VISUELS DE FRANCE (FAF),1
1556,FEDERATION DES BOUCHES DU RHONE DU PCF,1
1557,FEDERATION DES BRETONS DE LA SEINE SAINT DENIS,1
1558,FEDERATION DES CENTRES DE GESTION AGREES AGRICOLES (FCGAA),1
1559,FEDERATION DES CONSEILS DE PARENTS D'ELEVES DES ECOLES PUBLIQUES,1
1560,FEDERATION DES CONSEILS DE PARENTS D'ELEVES DES ECOLES PUBLIQUES (FCPE),1
1561,FEDERATION DES DELEGUES DEPARTEMENTAUX DE L'EDUCATION NATIONALE (DDEN),1
1531,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA VENDEE,1
1529,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA NIEVRE,1
1497,FEDERATION CFE-CGC ENERGIES,1
1512,FEDERATION DE LA FORMATION PROFESSIONNELLE,1
1498,FEDERATION CFTC - CMTE,1
1499,FEDERATION CFTC DE L'AGRICULTURE,1
1500,FEDERATION CFTC SANTE ET SOCIAUX,1
1501,FEDERATION CGT DE LA SANTE ET DE L'ACTION SOCIALE,1
1502,FEDERATION CGT DES CHEMINOTS,1
1503,FEDERATION CGT DES COMMERCIAUX,1
1504,FEDERATION CGT DES FINANCES,1
1505,"FEDERATION CGT DES PERSONNELS DU COMMERCE, DE LA  DISTRIBUTION ET DES SERVICES",1
1506,FEDERATION CGT DES SERVICES PUBLICS,1
1507,FEDERATION CGT DES SERVICES PUBLICS ACTIFS ET RETRAITES DES SERVICES PUBLICS,1
1508,FEDERATION CONFEDEREE FO DE LA METALLURGIE,1
1509,FEDERATION DE HAUTE LOIRE DU PARTI COMMUNISTE FRANCAIS,1
1510,"FEDERATION DE L'EQUIPEMENT, DE L'ENVIRONNEMENT, DES TRANSPORTS ET DES SERVICES - FORCE OUVRIERE (FETS-FO)",1
1511,FEDERATION DE L'OFFICE CENTRAL DE LA COOPERATION A L'ECOLE,1
1513,FEDERATION DE LA MARNE DU PARTI COMMUNISTE FRANCAIS,1
1528,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA MARNE,1
1514,FEDERATION DE LA NIEVRE DU PARTI SOCIALISTE,1
1515,FEDERATION DE LA SANTE ET DE L'ACTION SOCIALE,1
1516,FEDERATION DE SAONE ET LOIRE DU PARTI SOCIALISTE,1
1517,FEDERATION DE SAVOIE DU PARTI COMMUNISTE FRANÇAIS,1
1518,FEDERATION DE VENDEE DU PCF,1
1519,FEDERATION DEPARTEMENTALE DE LA LIBRE PENSEE DE HAUTE LOIRE,1
1520,FEDERATION DEPARTEMENTALE DES CHASSEURS  DE L'INDRE ET LOIRE,1
1521,FEDERATION DEPARTEMENTALE DES CHASSEURS DE L'AUDE,1
1522,FEDERATION DEPARTEMENTALE DES CHASSEURS DE L'HERAULT,1
1523,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA DROME,1
1524,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA GIRONDE,1
1525,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA HAUTE VIENNE,1
1526,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA HAUTE-MARNE,1
1527,FEDERATION DEPARTEMENTALE DES CHASSEURS DE LA LOIRE,1
1420,ESPERANTO INFO,1
1418,ESPACE MENDES France,1
1563,FEDERATION DES ETABLISSEMENTS HOSPITALIERS ET D'ASSISTANCE PRIVES A BUT NON LUCRATIF (FEHAP),1
1294,EDITIONS HOZHONI,1
1301,EDITIONS JEANNE,1
1300,EDITIONS JEAN DE PORTAL,1
1299,EDITIONS IMOTHEP MEDECINE SCIENCES,1
1298,EDITIONS IMC,1
1297,EDITIONS I & P,1
1295,EDITIONS HUBERT BURDA,1
1292,EDITIONS GUYANAISES,1
1417,ESPACE CAPRICORNE PRESSE REUNION,1
1291,EDITIONS GUENOT,1
1290,EDITIONS GARIBALDI,1
1288,EDITIONS FUTURA - MC DOLIN,1
1287,EDITIONS FRANCO-ITALIENNES,1
1285,EDITIONS FRANCE QUEBEC,1
1284,EDITIONS FRANCAISES DU GRAAL,1
1302,EDITIONS JIBENA,1
1304,EDITIONS JURIDIQUES ET TECHNIQUES,1
1305,EDITIONS L'INTERNATIONALISTE,1
1306,EDITIONS LA RIVIERE,1
1310,EDITIONS LE CHASSE MAREE,1
1314,EDITIONS LÉGISLATIVES,1
1315,EDITIONS MADA,1
1317,EDITIONS MARS ET CLIO,1
1318,EDITIONS MEDIAS CULTURE ET COMMUNICATION EMC2,1
1319,EDITIONS MEGASTAR,1
1320,EDITIONS MENNONITES,1
1322,EDITIONS MGMP,1
1323,EDITIONS MIDINNOVA,1
1324,EDITIONS MINAUTO,1
1326,EDITIONS MONDADORI AXEL SPRINGER (EMAS),1
1328,EDITIONS MOTARDS,1
1329,EDITIONS NAKORI,1
1283,EDITIONS FITAMANT ENVIRONNEMENT,1
1280,EDITIONS EXILS,1
1279,EDITIONS EUROPEENNES DE L'INNOVATION,1
1252,EDITIONS DES DERNIERES NOUVELLES D'ALSACE (DNA),1
1232,EDITIONS DE L'ESPLANADE,1
1233,EDITIONS DE L'HOMME NOUVEAU,1
1234,EDITIONS DE LA CONSTRUCTION,1
1236,EDITIONS DE LA NAVIGATION DU RHIN,1
1237,EDITIONS DE LA PRELE,1
1238,EDITIONS DE LA R.H.F.,1
1239,EDITIONS DE LA RHF,1
1243,EDITIONS DE MONTREUIL,1
1244,EDITIONS DE PRESSE SPECIALISEE,1
1246,EDITIONS DE SEVRES,1
1247,EDITIONS DE TERRAN,1
1249,EDITIONS DE VENTOTENE,1
1250,EDITIONS DES AMIS (avenirs mots images sons),1
1251,EDITIONS DES DERNIERES NOUVELLES D'ALSACE,1
1254,EDITIONS DESERSON,1
1278,EDITIONS ET PRESSE DE LA REUNION,1
1255,EDITIONS DIAGONALES,1
1257,EDITIONS DU  PARVIS,1
1262,EDITIONS DU CRAYON,1
1263,EDITIONS DU HETRE POURPRE,1
1265,EDITIONS DU PARVIS,1
1266,EDITIONS DU PLATRE,1
1267,EDITIONS DU QUOTIDIEN,1
1268,EDITIONS DU SOUS-SOL,1
1269,EDITIONS DU STUDIO DE TOURS,1
1270,EDITIONS DU ZEBU,1
1271,EDITIONS DUPUIS,1
1272,EDITIONS EDIT- FRANCE,1
1273,EDITIONS EFE,1
1277,EDITIONS ESPRIT,1
1331,EDITIONS NICOLAS PELLETIER (ENP),1
1333,EDITIONS ORION,1
1334,EDITIONS PETRARQUE,1
1398,ENSEMBLE CONTRE LE SIDA,1
1380,EIN HERZ FUR TIERE MEDIA GMBH,1
1381,EJ,1
1382,EL PAÏS,1
1384,ELEPHANT ART LTD,1
1386,ELLEVA MEDIAS,1
1387,ELSEVIER LTD,1
1390,EN AVANT,1
1391,ENBATA,1
1392,ENCREUR EDITIONS,1
1393,ENFANCE ET FAMILLES D'ADOPTION,1
1394,"ENFANT ""ESPOIR ET VIE""",1
1395,ENFANTS DU MEKONG,1
1396,ENGLISH LANGUAGE MEDIA,1
1397,ENRICK B. EDITIONS,1
1399,ENTERTAINMENT WEEKLY INC.,1
1377,EGMONT EHAPA MEDIA GMBH,1
1400,ENTIS LES MUTUELLES DE L'ÊTRE,1
1402,ENTRAIDE GENEALOGIQUE DU MIDI TOULOUSAIN,1
1405,ENTREPRENEUR MEDIA INC.,1
1406,ENTREPRISE DE LA PRESSE LE MEDIA,1
1407,ENVIRONMENTAL TECHNOLOGY PUBLICATIONS LTD,1
1408,EPARCHIE DE SAINTE-CROIX-DE-PARIS DES ARMENIENS CATHOLIQUES DE France,1
1409,EPEE - ETUDES ET PERIODIQUES,1
1410,EPINAL IMAGES DU MOIS,1
1411,EPISTEMON,1
1412,EPOCH TIMES France,1
1413,ERRAID LILIALAM SARL,1
1414,ESCOLA OCCITANA,1
1415,ESCP EUROPE ALUMNI,1
1416,ESOP - COM,1
1378,EGMONT EHAPA VERLAG GmbH,1
1376,EGLISE PROTESTANTE UNIE DE France PAROISSE REFORMEE DE ROBINSON,1
1335,EDITIONS PHLEBOLOGIQUES FRANCAISES,1
1357,EDITIONS TOURISTIQUES EUROPEENNES,1
1337,EDITIONS PRESSE MAGAZINES 2000 (EPM 2000),1
1338,EDITIONS PRIVAT,1
1339,EDITIONS QPRESS,1
1340,EDITIONS RESIAC,1
1341,EDITIONS RETRO LOISIRS,1
1342,EDITIONS REVERSE,1
1345,EDITIONS SENONAISES DE PRESSE,1
1347,EDITIONS SPART,1
1348,EDITIONS SPORT SANTÉ SPRL,1
1349,EDITIONS ST JOSEPH,1
1350,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET L'INDUSTRIE  - E.T.A.I.,1
1351,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET L'INDUSTRIE  ETAI,1
1352,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET L'INDUSTRIE (E.T.A.I.),1
1354,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET L'INDUSTRIE - ETAI -,1
1358,EDITIONS TREVILLY AND FAMILY,1
1375,EFE EDITIONS,1
1359,EDITIONS VERSION ORIGINALE,1
1360,EDITIONS XYLORAMA,1
1361,EDITIONS-BASQUES-HERRIA,1
1362,EDITONS DU BELIAL',1
1363,EDITORE HMC ITALIA SRL,1
1364,EDITORIALE DOMUS S.P.A,1
1366,EDITROT,1
1367,EDIVIN,1
1368,EDIZIONE CONDE NAST S.P.A,1
1369,EDIZIONI CONDE NAST SPA,1
1370,EDM PUBLICATIONS,1
1372,EDUCATION PLURALISME  ACTION SOLIDAIRE (EPA-FSU),1
1373,EDYGRAF,1
1374,EEIF,1
1562,FEDERATION DES EMPLOYES ET CADRES,1
1564,FEDERATION DES FINANCES CGT,1
1844,FSU 05,1
1747,FGTA - FO,1
1753,FIGURES DE STILL,1
1752,FIGHTING SPIRIT DISTRIBUTION,1
1751,FIECI - CFE-CGC,1
1750,FICHOT NICOLAS,1
1749,FICHES DOMINICALES POUR LA LITURGIE CATHOLIQUE,1
1748,FGTE - CFDT,1
1746,FGH INVEST,1
1703,FEDERATION NATIONALE DU PERSONNEL DE L'ENCADREMENT DE L'INFORMATIQUE DES ETUDES DU CONSEIL ET DE L'INGENIERIE ( FIECI CFE CGC ),1
1745,FGAAC-CFDT (syndicat national professionnel des conducteurs de trains de la CFDT),1
1744,FFEPGV,1
1743,FERC CGT,1
1742,FEP CFDT POITOU-CHARENTES,1
1741,FEMME MAJUSCULE - 50 ETC,1
1740,FEMITUDE,1
1755,FILPAC CGT,1
1757,FJC EDITION,1
1758,FLAIR CONNECTION,1
1759,FLASH ART SRL,1
1760,FLEURISTE DE FRANCE,1
1762,FLIGHT GLOBAL,1
1764,FNAIM - FEDERATION NATIONALE DE L'IMMOBILIER,1
1765,FNATH ASSOCIATION DES ACCIDENTES DE LA VIE,1
1766,FNCMB,1
1767,FNCPG - CATM,1
1768,FNEC-FP-FO,1
1769,FNIC - CGT (FEDERATION NATIONALE DES INDUSTRIES CHIMIQUES),1
1770,FNME-CGT TSS,1
1771,FNOGEC - FEDERATION NATIONALE DES ORGANISMES DE GESTION DES ETABLISSEMENTS D'ENSEIGNEMENT CATHOLIQUE,1
1772,FNOSAD - FEDERATION NATIONALE DES ORGANISATIONS SANITAIRES APICOLES DEPARTEMENTALES,1
1773,FNSAESR - CSEN,1
1774,FOCUS MAGAZIN VERLAG GMBH,1
1739,FEMININBIO,1
1738,FEMI-9,1
1737,FEDERATION-SUD-CT,1
1720,FEDERATION SYNDICALE UNITAIRE - SECTION DU BAS RHIN,1
1705,FEDERATION NATIONALE INDEPENDANTES DES MUTUELLES,1
1706,FEDERATION NATIONALE INTERCO CFDT,1
1707,FEDERATION PHOTOGRAPHIQUE DE FRANCE (FPF),1
1708,FEDERATION REGIONALE DES AGROBIOLOGISTES DE BRETAGNE,1
1709,FEDERATION RHÔNE-ALPES DE PROTECTION DE LA NATURE (FRAPNA) SECTION DRÔME,1
1710,FEDERATION SARTHOISE DES AINES RURAUX,1
1711,FEDERATION SOCIALISTE DE LA HAUTE-SAVOIE,1
1712,FEDERATION SPORTIVE ET CULTURELLE DE FRANCE,1
1713,FEDERATION SPORTIVE ET GYMNIQUE DU TRAVAIL,1
1715,FEDERATION SYNDICALE UNITAIRE (FSU) HAUTE-SAVOIE,1
1716,FEDERATION SYNDICALE UNITAIRE - FSU 52,1
1717,FEDERATION SYNDICALE UNITAIRE - SECTION DE L'INDRE,1
1718,FEDERATION SYNDICALE UNITAIRE - SECTION DE LA DORDOGNE,1
1719,FEDERATION SYNDICALE UNITAIRE - SECTION DEPARTEMENTALE DE LA NIEVRE - FSU 58,1
1721,FEDERATION SYNDICALE UNITAIRE 41,1
1736,FEDERATION VITICOLE DE L'ANJOU,1
1722,FEDERATION SYNDICALE UNITAIRE CÔTES D'ARMOR (FSU 22),1
1723,"FEDERATION SYNDICALE UNITAIRE DE L'EDUCATION, LA RECHERCHE, LA CULTURE  INSERTION",1
1724,FEDERATION SYNDICALE UNITAIRE DE SEINE ET MARNE,1
1725,FEDERATION SYNDICALE UNITAIRE DE SEINE SAINT DENIS,1
1726,FEDERATION SYNDICALE UNITAIRE DES BOUCHES  DU RHONE - FSU 13,1
1727,FEDERATION SYNDICALE UNITAIRE DU VAL DE MARNE,1
1728,FEDERATION SYNDICALE UNITAIRE FSU,1
1729,FEDERATION SYNDICALE UNITAIRE LOZÈRE,1
1730,FEDERATION SYNDICALE UNITAIRE SARTHE,1
1731,FEDERATION SYNDICALE UNITAIRE SECTION DEPARTEMENTALE DU VAR,1
1732,FEDERATION SYNDICALISTE CGT/FO DE LA DEFENSE DES INDUSTRIES DE L'ARMEMENT ET DES SECTEURS ASSIMILES,1
1733,FEDERATION SYNDICALISTE FORCE OUVRIERE DE LA COMMUNICATION,1
1734,FEDERATION SYNDICALISTE FORCE OUVRIERE DES CHEMINOTS,1
1735,FEDERATION TEXTILE-HABILLEMENT-CUIR CGT,1
1775,FONDA,1
1776,FONDATION  LE FOYER DE LA CHARITE,1
1777,"FONDATION ""LA CAUSE""",1
1827,FRATERNITE SECULIERE CHARLES DE FOUCAULD,1
1813,FRANCO-ARMENIENNE DE PRESSE ET DE COMMUNICATION (SFAPC),1
1814,FRANCOFANS ACCFA,1
1815,FRANKFURTER ALLGEMEINE ZEITUNG GMBH,1
1816,FRANKIE PRESS,1
1817,FRAPNA-RHONE,1
1818,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPEES,1
1819,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPEES (FCPMH),1
1820,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPEES ---  FCPMH,1
1821,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPEES DU DEPARTEMENT DE LA MAYENNE,1
1822,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPEES DU JURA,1
1823,FRATERNITE CHRETIENNE DES PERSONNES MALADES ET HANDICAPES,1
1824,FRATERNITE DE MARIE-REINE IMMACULEE,1
1825,FRATERNITE FRANCISCAINE SECULIERE,1
1826,FRATERNITE SAINT DOMINIQUE,1
1828,FRATERNITES MARIANISTES,1
1811,FRANCE- ACOUPHENES,1
1829,FRATERNITÉ CHRÉTIENNE DES PERSONNES MALADES ET HANDICAPÉES,1
1830,FRC NEURODON,1
1831,FREE PRESSE,1
1832,FREIZEITWOCHE VERLAG GMBH & CO. KG,1
1833,FREQUENCES,1
1834,FRONT LAÏQUE,1
1835,FRONT NATIONAL 13,1
1836,FROST PUBLICATION,1
1837,FRUSTRATION LA REVUE,1
1839,FSU - SECTION DE LA MAYENNE,1
1840,FSU - SECTION DEPARTEMENTALE DE LA SEINE-MARITIME,1
1841,FSU - SECTION DEPARTEMENTALE DU TARN,1
1842,FSU - SECTION DEPARTEMENTALE HAUTES PYRENEES,1
1843,FSU - SECTION DU FINISTERE,1
1812,FRANCESCO DI MAIO,1
1810,FRANCE PATCHWORK,1
1778,FONDATION ABBE PIERRE POUR LE LOGEMENT DES DEFAVORISES,1
1793,FONDATION RAOUL FOLLEREAU,1
1779,FONDATION ARC POUR LA RECHERCHE SUR LE CANCER,1
1780,FONDATION ARMEE DU SALUT,1
1781,FONDATION ARSEP,1
1782,FONDATION D'AUTEUIL,1
1783,FONDATION DE FRANCE,1
1784,FONDATION DE L' AVENIR,1
1785,FONDATION DE LA FRANCE LIBRE,1
1786,FONDATION DE LA RESISTANCE,1
1787,FONDATION DES MUTILES ET INVALIDES DE GUERRE,1
1788,FONDATION DU SOUFFLE,1
1789,FONDATION GABRIEL PERI,1
1790,FONDATION IFRAP,1
1791,FONDATION JEROME LEJEUNE,1
1792,FONDATION MAISON DES SCIENCES DE L'HOMME,1
1794,FONDS ARMENIEN DE FRANCE,1
1809,FRANCE PARKINSON,1
1795,FONDS D'INTERVENTION ECO PASTORAL - GROUPE OURS PYRENEES,1
1796,FONDS SOCIAL JUIF UNIFIE,1
1797,FORESTIERS PRIVES DE FRANCE - FÉDÉRATION NATIONALE DES SYNDICATS DE FORESTIERS PRIVÉS,1
1798,FOYER D'ENTRAIDE DE LA LEGION ETRANGERE,1
1799,FOYER NOTRE DAME DES SANS-ABRI,1
1800,FOYERS ARDENTS,1
1801,FP GROUP,1
1802,FRAME PUBLISERS NL,1
1803,FRANCAISE DES DIETETICIENS NUTRITIONNISTES,1
1804,FRANCE ALZHEIMER ET MALADIES APPARENTEES,1
1805,FRANCE AUDACE,1
1806,FRANCE CICHLID (A.F.C.),1
1807,FRANCE INTEC,1
1808,FRANCE LIMOUSIN SELECTION,1
1704,FEDERATION NATIONALE FAMILLES DE FRANCE,1
1702,FEDERATION NATIONALE DU PERSONNEL D'ENCADREMENT DES INDUSTRIES CHIMIQUES PARACHIMIQUES ET CONNEXES - CFE CGC,1
1565,FEDERATION DES GRANDS VINS DE BORDEAUX (FGVB),1
1608,FEDERATION FRANCAISE DES ASSOCIATIONS DE CHIENS GUIDES D'AVEUGLES (FFAC),1
1614,FEDERATION FRANCAISE DES GROUPEMENTS DE PARKINSONIENS (FFGP),1
1613,FEDERATION FRANCAISE DES EQUIPES SAINT VINCENT,1
1612,FEDERATION FRANCAISE DES DONNEURS DE SANG BENEVOLES,1
1611,FEDERATION FRANCAISE DES DIABETIQUES,1
1610,FEDERATION FRANCAISE DES ASSOCIATIONS PHILATELIQUES,1
1609,FEDERATION FRANCAISE DES ASSOCIATIONS DE SAUVEGARDE DES MOULINS,1
1607,FEDERATION FRANCAISE DE VOL LIBRE,1
1701,FEDERATION NATIONALE DES TRAVAILLEURS DU VERRE ET DE LA CERAMIQUE,1
1606,FEDERATION FRANCAISE DE TIR A L'ARC - (FFTA),1
1605,FEDERATION FRANCAISE DE TENNIS DE TABLE,1
1604,FEDERATION FRANCAISE DE TENNIS (FFT),1
1603,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,1
1602,FEDERATION FRANCAISE DE SPELEOLOGIE,1
1601,FEDERATION FRANCAISE DE SCRABBLE,1
1615,FEDERATION FRANCAISE DES MEDAILLES DE LA JEUNESSE ET DES SPORTS ( F.F.M.J.S ),1
1616,FEDERATION FRANCAISE DU SPORT BOULES ( FFSB ),1
1617,FEDERATION FRANCAISE POUR L'ENTRAINEMENT PHYSIQUE DANS LE MONDE MODERNE - SPORTS POUR TOUS (FFEPMM),1
1618,FEDERATION FRANCAISE SESAME-AUTISME,1
1619,FEDERATION FRANCAISES DES CLUBS ALPINS ET DE MONTAGNE,1
1620,FEDERATION FRANÇAISE DE BASKETBALL,1
1621,FEDERATION FRANÇAISE DE CYCLISME (FFC),1
1622,FEDERATION FRANÇAISE DE FOOTBALL,1
1623,FEDERATION FRANÇAISE DES AMATEURS D'ORCHIDEES,1
1624,FEDERATION GENERALE AGROALIMENTAIRE CFDT,1
1625,FEDERATION GENERALE C.F.T.C. DES TRANSPORTS,1
1626,FEDERATION GENERALE DES CLERCS ET EMPLOYES DE NOTAIRE,1
1627,FEDERATION GENERALE DES FONCTIONNAIRES FO,1
1628,FEDERATION GENERALE DES MINES ET DE LA METALLURGIE (FGMM-CFDT),1
1629,FEDERATION GENERALE DES RETRAITES DE LA FONCTION PUBLIQUE,1
1630,FEDERATION GENERALE DES RETRAITES DES CHEMINS DE FER DE FRANCE ET D'OUTRE MER -  FGRCF,1
1631,FEDERATION GENERALE DES TRANSPORTS ET DE L'EQUIPEMENT CFDT (FGTE-CFDT),1
1600,FEDERATION FRANCAISE DE RUGBY,1
1599,FEDERATION FRANCAISE DE PELOTE BASQUE,1
1598,FEDERATION FRANCAISE DE LA RANDONNEE PEDESTRE,1
1581,FEDERATION DU CLUB VOSGIEN,1
1566,FEDERATION DES LANDES DU PARTI SOCIALISTE,1
1567,FEDERATION DES LIBRES PENSEURS DES COTES D'ARMOR,1
1568,FEDERATION DES LIBRES PENSEURS DU PUY-DE-DÔME,1
1569,FEDERATION DES MAITRES NAGEURS SAUVETEURS - UNION NATIONALE DES EDUCATEURS ET SAUVETEURS PROFESSIONNELS ET SAISONNIERS,1
1570,FEDERATION DES OEUVRES LAIQUES DE MAINE- ET- LOIRE,1
1571,FEDERATION DES OEUVRES LAÏQUES DE L'ARDECHE,1
1572,FEDERATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC,1
1574,FEDERATION DES SERVICES CFDT,1
